component	file	line	marker	text
provider	provider-app/src/screens/pharmacy/PharmacyDashboard.tsx	969	contract	 await client.post('/provider-deltas', { 
provider	provider-app/src/screens/pharmacy/PharmacyDashboard.tsx	998	contract	 <NBtn label={AR ? 'حفظ إعدادات الصيدلية' : 'Save Pharmacy Settings'} loading={loading} onPress={handleSave} style={{ marginTop: SP.lg }} />
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	27	contract	const { width: W } = Dimensions.get('window');
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	179	contract	 <TouchableOpacity key={pt.id} onPress={() => update({ type:pt.id })} style={[s.typeRow, { backgroundColor: sel ? theme.primaryLight : theme.surface2, borderColor: sel ? theme.prim
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	201	contract	 <NBtn label={AR?'التالي':'Next'} onPress={handleNext} loading={loading} />
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	272	contract	 <TouchableOpacity onPress={() => pickDocument(field)} style={[s.docCard, { backgroundColor: done ? theme.successBg : theme.surface2, borderColor: done ? theme.success : theme.bord
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	317	contract	 <NBtn label={AR?'التالي':'Next'} onPress={handleNext} loading={loading} style={{ marginTop:SP.lg }} />
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	342	contract	 <TouchableOpacity key={c.id} onPress={() => update({ city:c.id })} style={[s.cityChip, { backgroundColor: data.city===c.id ? theme.primary : theme.surface2, borderColor: data.city
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	364	contract	 <TouchableOpacity onPress={() => update({ hasOwnDrivers: true })} style={{ flex: 1, padding: SP.md, borderWidth: 1, borderColor: data.hasOwnDrivers ? theme.primary : theme.border,
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	367	contract	 <TouchableOpacity onPress={() => update({ hasOwnDrivers: false })} style={{ flex: 1, padding: SP.md, borderWidth: 1, borderColor: !data.hasOwnDrivers ? theme.primary : theme.borde
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	376	contract	 onPress={() => update({ deliveryRadius: Math.max(1, data.deliveryRadius - 1) })}
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	391	contract	 onPress={() => update({ deliveryRadius: Math.min(100, data.deliveryRadius + 1) })}
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	401	contract	 <TouchableOpacity key={r} onPress={() => update({ deliveryRadius:r })} style={[s.radiusChip, { backgroundColor: data.deliveryRadius===r ? theme.primary : theme.surface2, borderCol
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	433	contract	 <NBtn label={AR?'التالي':'Next'} onPress={() => { if(validate()) onNext(); }} />
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	469	contract	 <TouchableOpacity key={d.k} onPress={() => toggleDay(d.k)} style={[s.dayChip, { backgroundColor: active ? theme.primary : theme.surface2, borderColor: active ? theme.primary : the
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	483	contract	 onPress={() => update({ shiftType: type as any })}
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	519	contract	 <TouchableOpacity onPress={() => setShowVacationCal(true)}>
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	531	contract	 <NBtn label={AR?'التالي':'Next'} onPress={onNext} style={{ marginTop: SP.md }} />
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	560	contract	 <TouchableOpacity key={cat.id} onPress={() => toggleCat(cat.id)} style={[s.catCard, { backgroundColor: active ? theme.primaryLight : theme.surface2, borderColor: active ? theme.pr
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	569	contract	 <View style={{ flex:1 }}><NBtn label={AR?'تحديد الكل':'Select All'} variant="outline" size="sm" onPress={() => update({ enabledCategories: PHARMA_CATS.map(c=>c.id) })} />
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	570	contract	 <View style={{ flex:1 }}><NBtn label={AR?'إلغاء الكل':'Clear All'} variant="secondary" size="sm" onPress={() => update({ enabledCategories:[] })} /></View>
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	573	contract	 <NBtn label={AR?'التالي':'Next'} onPress={onNext} disabled={data.enabledCategories.length === 0} />
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	640	contract	 <TouchableOpacity onPress={() => toggleCompany(co.id)} style={{ flexDirection: AR ? 'row-reverse' : 'row', justifyContent: 'space-between', alignItems: 'center' }}>
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	654	contract	 <TouchableOpacity key={p} onPress={() => togglePlan(co.id, p)} style={{ paddingHorizontal: SP.sm, paddingVertical: 4, borderRadius: R.sm, borderWidth: 1, borderColor: hasPlan ? th
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	669	contract	 <NBtn label={AR?'التالي':'Next'} onPress={onNext} />
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	694	contract	 <NBtn label={AR ? 'أوافق وأتفهم ذلك' : 'I Understand & Agree'} onPress={onNext} style={{ marginTop: SP.xl }} />
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	856	contract	 <TouchableOpacity style={{ backgroundColor: theme.surface, padding: SP.md, borderRadius: 8, borderWidth: 1, borderColor: theme.primary, alignItems: 'center', marginBottom: SP.lg }
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	874	contract	 <TouchableOpacity onPress={() => setShowSigModal(true)} style={{ marginTop: 8 }}><Text style={{ color: theme.primary }}>{AR ? 'إعادة التوقيع' : 'Re-sign'}</Text></Touc
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	877	contract	 <TouchableOpacity onPress={() => setShowSigModal(true)} style={{ padding: 15, borderWidth: 1, borderColor: theme.primary, borderRadius: 8, alignItems: 'center', borderStyle: 'dash
provider	provider-app/src/screens/pharmacy/PharmacyRegistration.tsx	888	contract	 <NBtn label={AR?' إرسال ملف الصيدلية للمراجعة':' Submit Pharmacy Application'} onPress={submit} loading={loading} style={{ marginBottom: 50, backgroundColo
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	57	contract	 const go = (s: string, param?: any) => navigation.navigate(s, { param });
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	65	contract	 <NBottomNav tabs={tabs} active={activeTab} onPress={setActiveTab} />
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	71	contract	 <Stack.Screen name="order_detail">{({ navigation, route }: any) => <OrderDetailScreen order={route.params?.param} onBack={() => navigation.goBack()} onNav={(s: string, p?: any) =>
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	72	contract	 <Stack.Screen name="reporting">{({ navigation, route }: any) => <ReportingScreen order={route.params?.param} onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	73	contract	 <Stack.Screen name="wallet">{({ navigation }: any) => <ProviderWalletScreen onBack={() => navigation.goBack()} onNavigate={(s: string, p?: any) => navigation.navigate(s, { param: 
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	88	contract	 const res = await client.get('/radiology/provider/inbox');
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	97	contract	 <NHeader title={AR ? 'لوحة الأشعة ☢️' : 'Radiology Dashboard ☢️'} right={<TouchableOpacity onPress={() => onNav('wallet')} style={{ padding: SP.sm }}><I name="wa
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	110	contract	 <NCard key={order.id} style={{ marginBottom: SP.md }} accent={meta.color} onPress={() => onNav('order_detail', order)}>
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	138	contract	 const fetch = useCallback(async () => { try { setLoading(true); const res = await client.get('/radiology/provider/inbox'); setOrders(res.data || []); } catch {} finally { setLoadi
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	139	contract	 useEffect(() => { fetch(); }, [fetch]);
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	152	contract	 {subTabs.map(t => <TouchableOpacity key={t.key} style={{ flex: 1, padding: SP.sm, alignItems: 'center', borderBottomWidth: tab === t.key ? 2 : 0, borderColor: '#009688' }} onPress
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	160	contract	 <NCard key={order.id} style={{ marginBottom: SP.md }} accent={meta.color} onPress={() => onNav('order_detail', order)}>
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	189	contract	 const refresh = async () => { try { const res = await client.get(`/radiology/bookings/${order.id}`); setCurrentOrder(res.data); } catch {} };
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	192	contract	 try { await client.post(`/radiology/bookings/${currentOrder.id}/${action}`, body || {}); show(AR ? 'تم بنجاح' : 'Done', 'success'); await refresh(); }
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	200	contract	 try { await client.post(`/radiology/bookings/${currentOrder.id}/insurance-approval`, { approval_code: nphiesCode, copay: parseFloat(copay) || 0 }); show(AR ? 'تم إرسال ال
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	207	contract	 try { await client.post(`/radiology/bookings/${currentOrder.id}/abort`, { reason: abortReason }); show(AR ? 'تم إلغاء الفحص وإنشاء طلب استرداد' : 'Scan
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	247	contract	 <NBtn label={AR ? '✓ تأكيد الطلب (كاش)' : '✓ Confirm Order (Cash)'} loading={loading} onPress={async () => { setLoading(true); try { await client.patch(`/radiolog
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	248	contract	 <NBtn label={AR ? '🏥 طلب موافقة تأمين (NPHIES)' : '🏥 Request Insurance Approval'} variant="outline" onPress={() => setShowNphies(true)} />
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	249	contract	 <NBtn label={AR ? '✗ رفض الطلب' : '✗ Decline Order'} variant="danger" loading={loading} onPress={async () => { setLoading(true); try { await client.patch(`/radiology/b
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	251	contract	 {currentOrder.state === 'PENDING_INSURANCE' && <NBtn label={AR ? '📋 إدخال موافقة التأمين' : '📋 Enter Insurance Approval'} onPress={() => setShowNphies(true
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	252	contract	 {currentOrder.state === 'CONFIRMED' && <NBtn label={AR ? '✓ تأكيد حضور المريض (Check-in)' : '✓ Confirm Patient Arrival (Check-in)'} loading={loading} onPress={(
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	254	contract	 <NBtn label={AR ? '☢️ استدعاء لغرفة الأشعة' : '☢️ Call to Scanning Room'} loading={loading} onPress={() => doAction('start-scan')} style={{ backgroundCol
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	255	contract	 <NBtn label={AR ? '🚨 إلغاء الفحص طارئ' : '🚨 Emergency Abort'} variant="danger" onPress={() => setShowAbort(true)} />
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	258	contract	 <NBtn label={AR ? '📑 رفع التقرير والنتائج' : '📑 Upload Report & Results'} onPress={() => onNav('reporting', currentOrder)} />
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	259	contract	 <NBtn label={AR ? '🚨 إلغاء الفحص طارئ' : '🚨 Emergency Abort Scan'} variant="danger" onPress={() => setShowAbort(true)} />
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	261	contract	 {currentOrder.state === 'REPORT_DRAFT' && <NBtn label={AR ? '👁️ إرسال للمراجعة الطبية' : '👁️ Submit for Radiologist Review'} loading={loading} onPress
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	262	contract	 {currentOrder.state === 'UNDER_REVIEW' && <NBtn label={AR ? '✅ اعتماد وإرسال التقرير' : '✅ Approve & Publish Report'} loading={loading} onPress={() => doAct
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	263	contract	 {currentOrder.state === 'SCAN_ABORTED' && (<View style={{ backgroundColor: '#F4433612', borderRadius: R.md, padding: SP.md }}><Text style={{ color: '#F44336', fontWeight: FW.bold,
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	272	contract	 <NBtn label={AR ? 'إرسال للمريض' : 'Send to Patient'} loading={loading} onPress={handleInsuranceApproval} />
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	279	contract	 <TouchableOpacity key={r.key} style={{ flexDirection: AR ? 'row-reverse' : 'row', alignItems: 'center', gap: SP.md, paddingVertical: SP.md, borderBottomWidth: 1, borderColor: '#F4
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	284	contract	 <NBtn label={AR ? '🚨 تأكيد إلغاء الفحص' : '🚨 Confirm Abort'} loading={loading} disabled={!abortReason} onPress={handleAbort} style={{ backgroundColor: '#F4433
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	303	contract	 await client.post(`/radiology/bookings/${order.id}/upload-report`, { pdf_url: 'https://storage.nabdah.com/reports/' + order.id + '.pdf', dicom_url: dicomUrl || null, findings });
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	312	contract	 try { await client.post(`/radiology/bookings/${order.id}/submit-report-for-review`, {}); setReportStatus('under_review'); show(AR ? 'تم الإرسال للمراجعة' : 'Sent 
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	318	contract	 try { await client.post(`/radiology/bookings/${order.id}/approve-report`, {}); setReportStatus('ready'); show(AR ? 'تم نشر التقرير للمريض ✅' : 'Report publishe
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	342	contract	 <NBtn label={pdfUploaded ? (AR ? '✅ PDF مرفوع — إعادة الرفع' : '✅ PDF Uploaded — Re-upload') : (AR ? '⬆️ رفع تقرير PDF' : '⬆️ Upload PDF Rep
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	350	contract	 <NBtn label={AR ? '⬆️ رفع صور الأشعة (JPEG/PNG)' : '⬆️ Upload Scan Images (JPEG/PNG)'} variant="outline" loading={loading} onPress={() => show(AR ? 'سيتم �
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	353	contract	 {reportStatus === 'draft' && pdfUploaded && <NBtn label={AR ? '👁️ إرسال للمراجعة الطبية' : '👁️ Submit for Radiologist Review'} loading={loading} onPre
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	354	contract	 {reportStatus === 'under_review' && <NBtn label={AR ? '✅ اعتماد وإرسال للمريض' : '✅ Approve & Publish to Patient'} loading={loading} onPress={handleApproveAn
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	390	contract	 useEffect(() => { client.get('/provider/capabilities/radiology-services').then(r => setServices(r.data || [])).catch(() => {}).finally(() => setLoading(false)); }, []);
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	395	contract	 await client.post('/radiology/catalog/delta-request', { name_ar: nameAr, name_en: nameEn, modality_category: modality, price: parseFloat(price), estimated_duration_minutes: parseI
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	407	contract	 <NBtn label={AR ? '+ إضافة فحص' : '+ Add Scan'} size="sm" onPress={() => setShowAdd(true)} full={false} />
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	423	contract	 <NBtn label={AR ? 'تعديل' : 'Edit'} size="xs" variant="outline" full={false} onPress={() => show(AR ? 'التعديلات تُرسل للمراجعة الإدارية' : 'Edi
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	434	contract	 <View style={{ flexDirection: 'row', gap: SP.sm }}>{MODALITIES.map(m => <TouchableOpacity key={m} style={{ paddingHorizontal: SP.md, paddingVertical: SP.sm, borderRadius: R.md, ba
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	444	contract	 {PREP_OPTIONS.map(p => <TouchableOpacity key={p.key} style={{ flexDirection: AR ? 'row-reverse' : 'row', alignItems: 'center', gap: SP.sm, paddingVertical: SP.sm }} onPress={() =>
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	445	contract	 <NBtn label={AR ? 'إرسال للمراجعة الإدارية' : 'Submit for Admin Review'} onPress={handleSubmitDelta} style={{ marginTop: SP.xl }} />
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	467	contract	 try { await client.post('/radiology/catalog/delta-request', { type: 'schedule_update', working_days: workingDays, morning_shift: { from: morningFrom, to: morningTo }, evening_shif
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	476	contract	 {DAYS_AR.map((day, i) => <TouchableOpacity key={i} style={{ flexDirection: AR ? 'row-reverse' : 'row', justifyContent: 'space-between', alignItems: 'center', paddingVertical: SP.m
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	494	contract	 <NBtn label={AR ? 'حفظ وإرسال للمراجعة' : 'Save & Send for Review'} loading={saving} onPress={handleSave} />
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	507	contract	 <NCard style={{ marginTop: SP.xl }}><NBtn label={AR ? 'تسجيل الخروج' : 'Logout'} onPress={onLogout} style={{ backgroundColor: '#F44336', borderColor: '#F44336' }} /></N
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	27	contract	const { width: W } = Dimensions.get('window');
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	304	contract	 <NBtn label={AR ? 'التالي' : 'Next'} onPress={handleNext} loading={loading} />
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	398	contract	 <TouchableOpacity onPress={() => pickDocument(field)}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	535	contract	 <NBtn label={AR ? 'التالي' : 'Next'} onPress={handleNext} loading={loading} style={{ marginTop: SP.lg }} />
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	604	contract	 <TouchableOpacity key={c.id} onPress={() => update({ city: c.id })}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	635	contract	 <TouchableOpacity onPress={() => setShowLocModal(true)} style={{ borderColor:theme.border, backgroundColor:theme.surface2, borderWidth: 1, borderRadius: R.md, padding: SP.xl, alig
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	671	contract	 onPress={() => update({ homeRadius: Math.max(1, data.homeRadius - 1) })}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	686	contract	 onPress={() => update({ homeRadius: Math.min(100, data.homeRadius + 1) })}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	696	contract	 <TouchableOpacity key={r} onPress={() => update({ homeRadius: r })}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	721	contract	 <TouchableOpacity key={g} onPress={() => update({ targetGenders: g })}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	751	contract	 <NBtn label={AR ? 'التالي' : 'Next'} onPress={() => { if (validate()) onNext(); }} />
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	840	contract	 <TouchableOpacity onPress={() => setTab('lab')}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	853	contract	 <TouchableOpacity onPress={() => setTab('rad')}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	899	contract	 <NBtn label={AR ? 'تحديد الكل' : 'Select All'} variant="outline" size="sm"
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	900	contract	 onPress={() => {
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	906	contract	 <NBtn label={AR ? 'إلغاء الكل' : 'Clear All'} variant="secondary" size="sm"
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	907	contract	 onPress={() => {
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	922	contract	 onPress={() => toggleTest(test.id)}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	953	contract	 <TouchableOpacity onPress={() => setExpanded(expanded ? null : test.id)}>
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	997	contract	 onPress={() => toggleScan(scan.id)}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1046	contract	 <NBtn label={AR ? '+ إضافة فحص مخصص (يتطلب موافقة)' : '+ Add Custom Test (Requires Approval)'}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1048	contract	 onPress={() => show(AR ? 'سيُرسل للإدارة للموافقة' : 'Will be sent to admin for approval', 'info')} />
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1068	contract	 <TouchableOpacity onPress={() => {
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1085	contract	 <TouchableOpacity onPress={() => {
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1100	contract	 <NBtn label={AR ? 'التالي' : 'Next'} onPress={() => { if (validate()) onNext(); }} />
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1193	contract	 <TouchableOpacity onPress={() => removeBundle(bundle.id)}>
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1222	contract	 <TouchableOpacity key={item.id} onPress={() => toggleBundleTest(bundle.id, item.id)}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1261	contract	 <NBtn label={AR ? '+ إنشاء حزمة جديدة' : '+ Create New Bundle'}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1262	contract	 variant="outline" onPress={addBundle} style={{ marginBottom: SP.xl }} />
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1264	contract	 <NBtn label={AR ? 'التالي' : 'Next'} onPress={onNext} />
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1338	contract	 <TouchableOpacity key={d.k} onPress={() => toggleDay('workDays', d.k)}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1355	contract	 onPress={() => update({ shiftType: s as any })}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1404	contract	 <TouchableOpacity key={d.k} onPress={() => toggleDay('homeWorkDays', d.k)}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1428	contract	 <TouchableOpacity onPress={() => setShowVacationCal(true)}>
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1462	contract	 <TouchableOpacity onPress={() => toggleCompany(co.id)}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1487	contract	 <TouchableOpacity key={p} onPress={() => togglePlan(co.id, p)} style={{ paddingHorizontal: SP.sm, paddingVertical: 4, borderRadius: R.sm, borderWidth: 1, borderColor: hasPlan ? th
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1502	contract	 <NBtn label={AR ? 'التالي' : 'Next'} onPress={onNext} />
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1529	contract	 <NBtn label={AR ? 'أوافق وأتفهم ذلك' : 'I Understand & Agree'} onPress={onNext} style={{ marginTop: SP.xl }} />
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1689	contract	 <TouchableOpacity style={{ backgroundColor: theme.surface, padding: SP.md, borderRadius: 8, borderWidth: 1, borderColor: theme.primary, alignItems: 'center', marginBottom: SP.lg }
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1732	contract	 <TouchableOpacity onPress={() => setShowSigModal(true)} style={{ marginTop: 8 }}><Text style={{ color: theme.primary }}>{AR ? 'إعادة التوقيع' : 'Re-sign'}</Text></Touc
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1735	contract	 <TouchableOpacity onPress={() => setShowSigModal(true)} style={{ padding: 15, borderWidth: 1, borderColor: theme.primary, borderRadius: 8, alignItems: 'center', borderStyle: 'dash
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1774	contract	 <NBtn label={AR ? 'إرسال ملف المركز للمراجعة' : 'Submit Center Application'}
provider	provider-app/src/screens/radiology/RadiologyRegistration.tsx	1775	contract	 onPress={submit} loading={loading} disabled={!agreed} style={{ marginBottom: 50, backgroundColor: theme.success }} />
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	38	contract	const { width: W, height: H } = Dimensions.get('window');
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	57	contract	 const res = await client.get('/provider/features/promotions');
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	73	contract	 <TouchableOpacity onPress={onBack}><I name="back" size={20} color={theme.primary} /></TouchableOpacity>
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	75	contract	 <TouchableOpacity onPress={() => onNavigate('create_promo')}><I name="plus" size={20} color={theme.primary} /></TouchableOpacity>
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	106	contract	 <NBtn label={AR ? ' إنشاء عرض جديد' : ' Create New Promotion'} onPress={() => onNavigate('create_promo')} style={{ marginTop: SP.xl }} />
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	133	contract	 await client.post('/provider/features/promotions', {
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	160	contract	 <NBtn label={AR ? ' إرسال للموافقة' : ' Submit for Approval'} onPress={handleCreate} loading={loading} style={{ marginTop: SP.lg }} />
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	203	contract	 <TouchableOpacity onPress={() => show(AR ? 'تم النسخ إلى الحافظة ' : 'Copied to clipboard ', 'success')}>
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	209	contract	 <NBtn label={AR ? ' حفظ التعديلات' : ' Save Settings'} onPress={handleSave} />
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	255	contract	 <NBtn label={AR ? ' تأكيد ودفع رسوم الإعلان' : ' Pay & Launch Ad'} onPress={handlePurchase} loading={loading} />
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	259	contract	 <NBtn label={AR ? ' برنامج المسوقين والشركاء (Affiliate)' : ' B2B Affiliate Portal'} variant="outline" onPress={() => onNavigate('affiliate')} />
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	290	contract	 <NBtn label={AR ? ' نسخ الرابط' : ' Copy Link'} variant="outline" onPress={() => show(AR ? 'تم النسخ' : 'Copied', 'success')} />
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	467	contract	 <TouchableOpacity onPress={onDecline} style={{ flex: 1, backgroundColor: theme.surface2, borderColor: theme.border, borderWidth: 1, paddingVertical: SP.md, borderRadius: R.md, ali
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	471	contract	 <TouchableOpacity onPress={onAccept} style={{ flex: 1, backgroundColor: theme.primary, paddingVertical: SP.md, borderRadius: R.md, alignItems: 'center' }}>
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	509	contract	 const res = await client.get(`/provider/features/crm/patients/${pat.id}`);
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	531	contract	 await client.patch(`/provider/features/crm/patients/${selectedPat.id}`, {
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	562	contract	 <TouchableOpacity onPress={() => openPatientCrm(pat)} style={{ flexDirection: AR ? 'row-reverse' : 'row', gap: SP.md, alignItems: 'center', flex: 1 }}>
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	566	contract	 <TouchableOpacity onPress={() => openPatientCrm(pat)} 
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	574	contract	 <NBtn label={AR ? ' تفاصيل الإيرادات والتقارير' : ' Revenue Insights'} onPress={() => onNavigate('revenue_insights')} />
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	605	contract	 <NBtn label={AR ? ' حفظ التعديلات' : ' Save CRM Settings'} onPress={handleSaveCrm} loading={saveLoading} style={{ marginTop: SP.md }} />
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	672	contract	 await fetch(`${API_BASE}/home-care/reports/soap`, {
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	689	contract	 <TouchableOpacity onPress={onBack}><I name="back" size={20} color={theme.primary} /></TouchableOpacity>
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	728	contract	 <NBtn label={AR ? ' حفظ السجل الطبي' : ' Save EMR Entry'} onPress={submitSoap} loading={loading} />
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	785	contract	 const res = await client.post('/provider/features/referrals', {
