component	file	line	marker	text
patient	patient-app/app/map/index.tsx	170	contract	 const res = await apiFetch(`/providers/map?${query.toString()}`);
patient	patient-app/app/map/index.tsx	206	contract	 const ins = await apiFetch('/user/insurance');
patient	patient-app/app/map/index.tsx	355	contract	 onPress={() => {
patient	patient-app/app/map/index.tsx	365	contract	 onPress={e => {
patient	patient-app/app/map/index.tsx	382	contract	 onPress={goToMyLocation}
patient	patient-app/app/map/index.tsx	402	contract	 onPress={() => router.back()}
patient	patient-app/app/map/index.tsx	421	contract	 <TouchableOpacity onPress={() => { setSearchQuery(''); setSearchResults([]); setShowResults(false); }}>
patient	patient-app/app/map/index.tsx	439	contract	 idx < searchResults.length - 1 && { borderBottomWidth: 1, borderBottomColor: colors.border }]} onPress={() => selectSearchResult(item)}
patient	patient-app/app/map/index.tsx	467	contract	 onPress={() => { setSelectedType(type.id); Keyboard.dismiss(); setShowResults(false); }} style={[
patient	patient-app/app/map/index.tsx	494	contract	 onPress={() => openSheet(prov)}
patient	patient-app/app/map/index.tsx	529	contract	 <TouchableOpacity style={styles.overlay} onPress={closeSheet} activeOpacity={1} />
patient	patient-app/app/map/index.tsx	593	contract	 onPress={() => { closeSheet(); router.push('/health/edit-profile'); }} style={[styles.insBanner, { backgroundColor: isDark ? 'rgba(240,105,92,0.15)' : '#FEEFED' } ]}>
patient	patient-app/app/map/index.tsx	605	contract	 onPress={handleDirections}
patient	patient-app/app/map/index.tsx	614	contract	 onPress={() => {
patient	patient-app/app/map/index.tsx	617	contract	 router.push({ pathname: '/consultations/doctor-profile', params: { doctorId: selectedProvider.id } });
patient	patient-app/app/map/index.tsx	619	contract	 router.push('/(tabs)/pharmacy');
patient	patient-app/app/map/index.tsx	621	contract	 router.push('/diagnostics/booking-confirm');
patient	patient-app/app/map/index.tsx	623	contract	 router.push('/(tabs)/consultations');
patient	patient-app/app/map/index.tsx	625	contract	 router.push('/(tabs)/nursing');
patient	patient-app/app/maternity/baby-development.tsx	12	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/maternity/baby-development.tsx	20	contract	const { width } = Dimensions.get('window');
patient	patient-app/app/maternity/baby-development.tsx	358	contract	 let profile = await apiFetch('/maternity/profile').catch(() => null);
patient	patient-app/app/maternity/baby-development.tsx	428	contract	 <TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/maternity/baby-development.tsx	460	contract	 onPress={() => setIs3DMode(!is3DMode)}
patient	patient-app/app/maternity/baby-development.tsx	489	contract	 <TouchableOpacity onPress={handleNextWeek} style={[styles.navBtn, { borderColor: colors.border, backgroundColor: isDark ? colors.backgroundSecondary : colors.white } ]}>
patient	patient-app/app/maternity/baby-development.tsx	500	contract	 <TouchableOpacity onPress={handlePrevWeek} style={[styles.navBtn, { borderColor: colors.border, backgroundColor: isDark ? colors.backgroundSecondary : colors.white } ]}>
patient	patient-app/app/maternity/baby-growth.tsx	22	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/maternity/baby-growth.tsx	51	contract	 const res = await apiFetch('/maternity/infant-growth', {
patient	patient-app/app/maternity/baby-growth.tsx	80	contract	 const res = await apiFetch('/maternity/profile');
patient	patient-app/app/maternity/baby-growth.tsx	92	contract	 const vacRes = await apiFetch('/maternity/vaccines').catch(() => null);
patient	patient-app/app/maternity/baby-growth.tsx	119	contract	 <TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/maternity/baby-growth.tsx	123	contract	 <TouchableOpacity onPress={() => setShowAddModal(true)} style={styles.hBtn}>
patient	patient-app/app/maternity/baby-growth.tsx	250	contract	 onPress={() => handleToggleVaccine(i)}
patient	patient-app/app/maternity/baby-growth.tsx	284	contract	 onPress={() => router.push('/(tabs)/consultations')}
patient	patient-app/app/maternity/baby-growth.tsx	297	contract	 <TouchableOpacity onPress={() => setShowAddModal(false)}>
patient	patient-app/app/maternity/baby-growth.tsx	352	contract	 onPress={handleSaveGrowth}
patient	patient-app/app/maternity/hub.tsx	21	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/maternity/hub.tsx	23	contract	const { width } = Dimensions.get('window');
patient	patient-app/app/maternity/hub.tsx	64	contract	 apiFetch('/maternity/content').then(res => setContent(res)).catch(() => null);
patient	patient-app/app/maternity/hub.tsx	66	contract	 const res = await apiFetch('/maternity/profile').catch(() => null);
patient	patient-app/app/maternity/hub.tsx	83	contract	 router.replace('/maternity/maternity-setup');
patient	patient-app/app/maternity/hub.tsx	199	contract	 const updated = await apiFetch('/maternity/profile', {
patient	patient-app/app/maternity/hub.tsx	224	contract	 const updated = await apiFetch(`/maternity/checkups/${encodeURIComponent(week)}/toggle`, { method: 'PUT' });
patient	patient-app/app/maternity/hub.tsx	271	contract	 onPress={() => router.push((status === 'pregnant' ? '/maternity/baby-development' : '/maternity/ovulation-tracker') as any)} 
patient	patient-app/app/maternity/hub.tsx	277	contract	 <TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/maternity/hub.tsx	293	contract	 onPress={() => handleToggleStatus('planning')} 
patient	patient-app/app/maternity/hub.tsx	304	contract	 onPress={() => handleToggleStatus('pregnant')} 
patient	patient-app/app/maternity/hub.tsx	367	contract	 onPress={() => router.push('/maternity/ovulation-tracker' as any)}
patient	patient-app/app/maternity/hub.tsx	383	contract	 onPress={() => router.push(q.route as any)}
patient	patient-app/app/maternity/hub.tsx	399	contract	 <TouchableOpacity onPress={() => router.push('/maternity/baby-development')}>
patient	patient-app/app/maternity/hub.tsx	449	contract	 onPress={() => handleToggleCheckup(c.week)} 
patient	patient-app/app/maternity/hub.tsx	471	contract	 onPress={() => router.push('/(tabs)/consultations')}
patient	patient-app/app/maternity/hub.tsx	520	contract	 onPress={() => router.push('/(tabs)/diagnostics' as any)}
patient	patient-app/app/maternity/maternity-setup.tsx	12	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/maternity/maternity-setup.tsx	14	contract	const { width } = Dimensions.get('window');
patient	patient-app/app/maternity/maternity-setup.tsx	51	contract	 <TouchableOpacity onPress={() => setCurrentMonth(new Date(year, month - 1, 1))} style={styles.calArrow}>
patient	patient-app/app/maternity/maternity-setup.tsx	57	contract	 <TouchableOpacity onPress={() => setCurrentMonth(new Date(year, month + 1, 1))} style={styles.calArrow}>
patient	patient-app/app/maternity/maternity-setup.tsx	79	contract	 onPress={() => onSelectDate(dayDate)}
patient	patient-app/app/maternity/maternity-setup.tsx	176	contract	 const res = await apiFetch('/maternity/profile', {
patient	patient-app/app/maternity/maternity-setup.tsx	189	contract	 router.replace('/maternity/hub');
patient	patient-app/app/maternity/maternity-setup.tsx	195	contract	 router.replace('/maternity/hub');
patient	patient-app/app/maternity/maternity-setup.tsx	211	contract	 <TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/maternity/maternity-setup.tsx	254	contract	 onPress={() => setTrack('pregnant')}
patient	patient-app/app/maternity/maternity-setup.tsx	267	contract	 onPress={() => setTrack('planning')}
patient	patient-app/app/maternity/maternity-setup.tsx	285	contract	 onPress={() => setCalcMethod('lmp')}
patient	patient-app/app/maternity/maternity-setup.tsx	298	contract	 onPress={() => setCalcMethod('due_date')}
patient	patient-app/app/maternity/maternity-setup.tsx	378	contract	 <TouchableOpacity onPress={() => setCycleLen(Math.max(21, cycleLen - 1))} style={styles.cntBtn}>
patient	patient-app/app/maternity/maternity-setup.tsx	385	contract	 <TouchableOpacity onPress={() => setCycleLen(Math.min(45, cycleLen + 1))} style={styles.cntBtn}>
patient	patient-app/app/maternity/maternity-setup.tsx	399	contract	 <TouchableOpacity onPress={handleBack} style={[styles.backBtn, { borderColor: colors.border } ]}>
patient	patient-app/app/maternity/maternity-setup.tsx	403	contract	 <TouchableOpacity onPress={handleNext} disabled={saving} style={[styles.nextBtn, saving && { opacity: 0.7 } ]}>
patient	patient-app/app/maternity/ovulation-tracker.tsx	12	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/maternity/ovulation-tracker.tsx	14	contract	const { width } = Dimensions.get('window');
patient	patient-app/app/maternity/ovulation-tracker.tsx	74	contract	 <TouchableOpacity onPress={handlePrevMonth} style={styles.calArrow}>
patient	patient-app/app/maternity/ovulation-tracker.tsx	80	contract	 <TouchableOpacity onPress={handleNextMonth} style={styles.calArrow}>
patient	patient-app/app/maternity/ovulation-tracker.tsx	111	contract	 onPress={() => handleDaySelect(day)}
patient	patient-app/app/maternity/ovulation-tracker.tsx	230	contract	 await apiFetch('/maternity/profile', {
patient	patient-app/app/maternity/ovulation-tracker.tsx	246	contract	 router.replace('/maternity/hub');
patient	patient-app/app/maternity/ovulation-tracker.tsx	256	contract	 <TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/maternity/ovulation-tracker.tsx	340	contract	 <TouchableOpacity onPress={handleSaveAndExit} style={[styles.saveBtn, { backgroundColor: colors.primary } ]}>
patient	patient-app/app/maternity/ovulation-tracker.tsx	398	contract	 onPress={() => setRegular(true)}
patient	patient-app/app/maternity/ovulation-tracker.tsx	410	contract	 onPress={() => setRegular(false)}
patient	patient-app/app/maternity/ovulation-tracker.tsx	428	contract	 <TouchableOpacity onPress={() => setCycleLen(Math.max(21, cycleLen - 1))} style={styles.cntBtn}>
patient	patient-app/app/maternity/ovulation-tracker.tsx	435	contract	 <TouchableOpacity onPress={() => setCycleLen(Math.min(45, cycleLen + 1))} style={styles.cntBtn}>
patient	patient-app/app/maternity/ovulation-tracker.tsx	473	contract	 <TouchableOpacity onPress={handleBack} style={[styles.backBtn, { borderColor: colors.border } ]}>
patient	patient-app/app/maternity/ovulation-tracker.tsx	477	contract	 <TouchableOpacity onPress={handleNext} style={styles.nextBtn}>
patient	patient-app/app/maternity/pregnancy-tracker.tsx	10	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/maternity/pregnancy-tracker.tsx	45	contract	 let res = await apiFetch('/maternity/profile').catch(() => null);
patient	patient-app/app/maternity/pregnancy-tracker.tsx	95	contract	 const updated = await apiFetch('/maternity/kicks', {
patient	patient-app/app/maternity/pregnancy-tracker.tsx	130	contract	 const updated = await apiFetch('/maternity/contractions', {
patient	patient-app/app/maternity/pregnancy-tracker.tsx	154	contract	 const updated = await apiFetch(`/maternity/checkups/${encodeURIComponent(week)}/toggle`, { method: 'PUT' });
patient	patient-app/app/maternity/pregnancy-tracker.tsx	181	contract	 <IconButton icon="back" bg="rgba(255,255,255,0.18)" color="#fff" onPress={() => router.back()} />
patient	patient-app/app/maternity/pregnancy-tracker.tsx	221	contract	 <TouchableOpacity onPress={handleRecordKick} style={[st.recordKickBtn, { backgroundColor: '#EC4899' } ]}>
patient	patient-app/app/maternity/pregnancy-tracker.tsx	226	contract	 <Button label="حفظ الجلسة" variant="gradient" loading={savingKicks} onPress={handleSaveKicks} style={{ flex: 1 }}/>
patient	patient-app/app/maternity/pregnancy-tracker.tsx	253	contract	 <TouchableOpacity onPress={handleToggleContraction} style={[st.contractionCircle, { backgroundColor: contractionActive ? '#F0695C' : '#10B981' } ]}>
patient	patient-app/app/maternity/pregnancy-tracker.tsx	282	contract	 onPress={() => handleToggleCheckup(m.week)}
patient	patient-app/app/maternity/pregnancy-tracker.tsx	295	contract	 <Button label="استشارة طبيب نساء وولادة" variant="gradient" icon="doctor" onPress={() => router.push('/(tabs)/consultations')} />
patient	patient-app/app/maternity/pregnancy-tracker.tsx	296	contract	 <Button label="خطة تغذية للحامل" variant="outline" icon="food" onPress={() => router.push('/nutrition/ai-plan-builder')} />
patient	patient-app/app/mental-health/breathing.tsx	11	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/mental-health/breathing.tsx	63	contract	 apiFetch('/mental-health/breathing', {
patient	patient-app/app/mental-health/breathing.tsx	94	contract	 <TouchableOpacity onPress={() => router.back()} style={[styles.hBtn, { backgroundColor: colors.s, borderColor: colors.bd }]}>
patient	patient-app/app/mental-health/breathing.tsx	105	contract	 <TouchableOpacity key={t.id} onPress={() => setTechnique(t)}
patient	patient-app/app/mental-health/breathing.tsx	150	contract	 <TouchableOpacity onPress={start} style={styles.startBtn}>
patient	patient-app/app/mental-health/breathing.tsx	159	contract	 <TouchableOpacity onPress={stop} style={[styles.stopBtn, { borderColor: colors.cr, backgroundColor: colors.cs }]}>
patient	patient-app/app/mental-health/crisis-support.tsx	11	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/mental-health/crisis-support.tsx	36	contract	 apiFetch('/mental-health/crisis-contacts')
patient	patient-app/app/mental-health/crisis-support.tsx	40	contract	 apiFetch('/mental-health/hotlines')
patient	patient-app/app/mental-health/crisis-support.tsx	51	contract	 <TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/mental-health/crisis-support.tsx	59	contract	 <TouchableOpacity onPress={() => call('998')} style={styles.callEmergencyBtn}>
patient	patient-app/app/mental-health/crisis-support.tsx	83	contract	 <TouchableOpacity key={i} onPress={() => call(line.number)}
patient	patient-app/app/mental-health/crisis-support.tsx	86	contract	 <TouchableOpacity onPress={() => call(line.number)}
patient	patient-app/app/mental-health/crisis-support.tsx	109	contract	 <TouchableOpacity key={i} onPress={() => call(c.phone)}
patient	patient-app/app/mental-health/crisis-support.tsx	111	contract	 <TouchableOpacity onPress={() => call(c.phone)} style={[styles.callBtn, { backgroundColor: '#7A6BEA' } ]}>
patient	patient-app/app/mental-health/crisis-support.tsx	128	contract	 <TouchableOpacity key={i} onPress={() => router.push(tool.route as any)}
patient	patient-app/app/mental-health/hub.tsx	92	contract	 onPress={() => router.back()}
patient	patient-app/app/mental-health/hub.tsx	103	contract	 onPress={() => router.push(f.route as any)}
patient	patient-app/app/mental-health/meditation.tsx	14	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/mental-health/meditation.tsx	42	contract	 apiFetch('/mental-health/meditation/sessions')
patient	patient-app/app/mental-health/meditation.tsx	69	contract	 apiFetch('/mental-health/meditation', {
patient	patient-app/app/mental-health/meditation.tsx	105	contract	 <TouchableOpacity onPress={() => { setSelectedSession(null); setIsPlaying(false); setElapsed(0); }} style={styles.hBtn}>
patient	patient-app/app/mental-health/meditation.tsx	145	contract	 onPress={() => { setIsPlaying(!isPlaying); if (!isPlaying && elapsed >= totalSeconds) { setElapsed(0); setCurrentGuide(0); } }} style={styles.playBtn}
patient	patient-app/app/mental-health/meditation.tsx	151	contract	 <TouchableOpacity onPress={() => { setElapsed(0); setCurrentGuide(0); setIsPlaying(false); }} style={styles.resetBtn}>
patient	patient-app/app/mental-health/meditation.tsx	164	contract	 <TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/mental-health/meditation.tsx	188	contract	 onPress={() => setSelectedSession(session)}
patient	patient-app/app/mental-health/mood-journal.tsx	18	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/mental-health/mood-journal.tsx	46	contract	 apiFetch('/mental-health/mood?days=7')
patient	patient-app/app/mental-health/mood-journal.tsx	59	contract	 await apiFetch('/mental-health/mood', {
patient	patient-app/app/mental-health/mood-journal.tsx	88	contract	 <TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/mental-health/mood-journal.tsx	103	contract	 <TouchableOpacity key={m.value} onPress={() => setSelectedMood(m.value)}
patient	patient-app/app/mental-health/mood-journal.tsx	117	contract	 <TouchableOpacity key={e} onPress={() => toggleEmotion(e)}
patient	patient-app/app/mental-health/mood-journal.tsx	130	contract	 <TouchableOpacity key={a} onPress={() => toggleActivity(a)}
patient	patient-app/app/mental-health/mood-journal.tsx	151	contract	 <TouchableOpacity onPress={handleSave} disabled={!selectedMood} activeOpacity={0.85}
patient	patient-app/app/mental-health/self-assessment.tsx	11	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/mental-health/self-assessment.tsx	26	contract	 apiFetch('/mental-health/assessment-questions')
patient	patient-app/app/mental-health/self-assessment.tsx	48	contract	 await apiFetch('/mental-health/assessment', {
patient	patient-app/app/mental-health/self-assessment.tsx	69	contract	 <TouchableOpacity onPress={() => setStep('questions')} style={styles.hBtn}>
patient	patient-app/app/mental-health/self-assessment.tsx	86	contract	 onPress={() => r.action?.includes('طبيب') ? router.push('/(tabs)/consultations') : router.push('/mental-health/breathing')}
patient	patient-app/app/mental-health/self-assessment.tsx	92	contract	 <TouchableOpacity onPress={() => { setAnswers({}); setStep('questions'); }} style={[styles.retakeBtn, { borderColor: colors.border } ]}>
patient	patient-app/app/mental-health/self-assessment.tsx	104	contract	 <TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/mental-health/self-assessment.tsx	125	contract	 <TouchableOpacity key={i} onPress={() => answer(q.id, i)}
patient	patient-app/app/mental-health/self-assessment.tsx	133	contract	 <TouchableOpacity onPress={handleSubmit} disabled={!allAnswered || saving}
patient	patient-app/app/mental-health/therapist-match.tsx	10	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/mental-health/therapist-match.tsx	29	contract	 const res = await apiFetch<any[]>('/doctors');
patient	patient-app/app/mental-health/therapist-match.tsx	59	contract	 <IconButton icon="back" onPress={() => step > 0 ? setStep(0) : router.back()} />
patient	patient-app/app/mental-health/therapist-match.tsx	76	contract	 <TouchableOpacity key={c} onPress={() => toggleConcern(c)} style={[st.concern, { backgroundColor: active ? colors.primary : colors.surfaceSecondary, borderColor: active ? colors.p
patient	patient-app/app/mental-health/therapist-match.tsx	83	contract	 <Button label="ابحث عن معالج مناسب" variant="gradient" size="lg" icon="robot" loading={matching} disabled={selected.length === 0} onPress={findMatch} style={{ marg
patient	patient-app/app/mental-health/therapist-match.tsx	97	contract	 <Card key={t.id} onPress={() => router.push({ pathname: '/consultations/doctor-profile', params: { doctorId: t.id } })}>
patient	patient-app/app/mental-health/therapist-match.tsx	119	contract	 <Button label="احجز الآن" variant="primary" size="sm" full={false} onPress={() => router.push({ pathname: '/consultations/booking-confirm', params: { doctorId: t.id } })} 
patient	patient-app/app/notifications/index.tsx	58	contract	 <TouchableOpacity onPress={markAllRead}><AppText variant="labelMD" color={colors.primary}>قراءة الكل</AppText></TouchableOpacity>
patient	patient-app/app/notifications/index.tsx	64	contract	 <IconButton icon="back" onPress={() => {
patient	patient-app/app/notifications/index.tsx	66	contract	 else router.replace('/');
patient	patient-app/app/notifications/index.tsx	73	contract	 <TouchableOpacity onPress={() => setFilter('all')} style={[st.filterChip, filter === 'all' ? { backgroundColor: colors.primary, borderColor: colors.primary } : { backgroundColor: 
patient	patient-app/app/notifications/index.tsx	77	contract	 <TouchableOpacity key={g} onPress={() => setFilter(g)} style={[st.filterChip, filter === g ? { backgroundColor: GROUP_CONFIG[g].color, borderColor: GROUP_CONFIG[g].color } : { bac
patient	patient-app/app/notifications/index.tsx	90	contract	 <TouchableOpacity key={n.id} activeOpacity={0.85} onPress={() => n.route && router.push(n.route as any)}>
patient	patient-app/app/nursing/live-doctor-tracking.tsx	16	contract	 <TouchableOpacity onPress={() => router.back()} style={[styles.backButton, { backgroundColor: colors.surfaceSecondary }]}>
patient	patient-app/app/nursing/live-doctor-tracking.tsx	27	contract	 <Button label="العودة" variant="outline" onPress={() => router.back()} />
patient	patient-app/app/nursing/live-tracking.tsx	15	contract	import { apiFetch } from "../../src/utils/api";
patient	patient-app/app/nursing/live-tracking.tsx	25	contract	const { width, height } = Dimensions.get("window");
patient	patient-app/app/nursing/live-tracking.tsx	83	contract	 const res = await apiFetch(`/nursing/visits/${bookingId}/tracking`);
patient	patient-app/app/nursing/live-tracking.tsx	126	contract	 <TouchableOpacity style={{ backgroundColor: '#23B5CE', width: '100%', paddingVertical: 16, borderRadius: 12, alignItems: 'center', marginBottom: 12 }} onPress={() => router.push('
patient	patient-app/app/nursing/live-tracking.tsx	148	contract	 onPress={() => router.push("/(tabs)")}
patient	patient-app/app/nursing/live-tracking.tsx	216	contract	 onPress={() => {
patient	patient-app/app/nursing/live-tracking.tsx	227	contract	 onPress={() => {
patient	patient-app/app/nursing/nurse-profile.tsx	19	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/nursing/nurse-profile.tsx	22	contract	const { width } = Dimensions.get('window');
patient	patient-app/app/nursing/nurse-profile.tsx	81	contract	 const nurseData = await apiFetch(`/home-care/providers/${nurseId}`);
patient	patient-app/app/nursing/nurse-profile.tsx	85	contract	 const insData = await apiFetch('/home-care/insurance/verify', { method: 'POST', body: JSON.stringify({ user_id: 'user-1' }) });
patient	patient-app/app/nursing/nurse-profile.tsx	121	contract	 const res = await apiFetch('/home-care/bookings', { method: 'POST', body: JSON.stringify(payload) });
patient	patient-app/app/nursing/nurse-profile.tsx	126	contract	 router.replace({ pathname: '/nursing/live-tracking', params: { type: transportMode, bookingId: res?.booking_id || 'BKG-9921' } });
patient	patient-app/app/nursing/nurse-profile.tsx	141	contract	 <TouchableOpacity style={styles.successBtn} onPress={() => router.push('/(tabs)')}>
patient	patient-app/app/nursing/nurse-profile.tsx	157	contract	 <TouchableOpacity style={styles.backBtn} onPress={() => router.back()}>
patient	patient-app/app/nursing/nurse-profile.tsx	197	contract	 <TouchableOpacity key={d.full} style={[styles.dateBox, selectedDate === d.full && styles.activeBox]} onPress={() => setSelectedDate(d.full)}>
patient	patient-app/app/nursing/nurse-profile.tsx	207	contract	 <TouchableOpacity key={t} style={[styles.timeBox, selectedTime === t && styles.activeBox]} onPress={() => setSelectedTime(t)}>
patient	patient-app/app/nursing/nurse-profile.tsx	214	contract	 <TouchableOpacity activeOpacity={0.8} style={styles.freqDropdown} onPress={() => setFrequencyModal(true)}>
patient	patient-app/app/nursing/nurse-profile.tsx	241	contract	 <TouchableOpacity style={[styles.transportBtn, transportMode === 'nurse' && styles.transportActive]} onPress={() => setTransportMode('nurse')}>
patient	patient-app/app/nursing/nurse-profile.tsx	248	contract	 <TouchableOpacity style={[styles.transportBtn, transportMode === 'patient' && styles.transportActive]} onPress={() => setTransportMode('patient')}>
patient	patient-app/app/nursing/nurse-profile.tsx	295	contract	 onPress={selectedTime ? handleSubmit : undefined}
patient	patient-app/app/nursing/nurse-profile.tsx	310	contract	 <TouchableOpacity style={styles.modalBg} activeOpacity={1} onPress={() => setFrequencyModal(false)}>
patient	patient-app/app/nursing/nurse-profile.tsx	322	contract	 onPress={() => { setDaysCount(day); setFrequencyModal(false); }}
patient	patient-app/app/nursing/nurse-profile.tsx	332	contract	 <TouchableOpacity style={styles.applyBtn} onPress={() => setFrequencyModal(false)}>
patient	patient-app/app/nursing/service-details.tsx	19	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/nursing/service-details.tsx	21	contract	const { width } = Dimensions.get('window');
patient	patient-app/app/nursing/service-details.tsx	44	contract	 const res = await apiFetch(`/home-care/providers?type=${serviceId}&sort=${sortType}&gender=${gender || "any"}&availability=${availability || "any"}&nationality=${nationality || "a
patient	patient-app/app/nursing/service-details.tsx	70	contract	 <TouchableOpacity style={styles.backBtn} onPress={() => router.back()}>
patient	patient-app/app/nursing/service-details.tsx	94	contract	 <TouchableOpacity activeOpacity={0.7} style={styles.quickFilter} onPress={() => setSortVisible(true)}>
patient	patient-app/app/nursing/service-details.tsx	142	contract	 onPress={() => {
patient	patient-app/app/nursing/service-details.tsx	148	contract	 router.push({ pathname: '/nursing/nurse-profile', params: { nurseId: nurse.id, flow, serviceId } });
patient	patient-app/app/nursing/service-details.tsx	164	contract	 <TouchableOpacity style={styles.modalBg} activeOpacity={1} onPress={() => setSortVisible(false)}>
patient	patient-app/app/nursing/service-details.tsx	170	contract	 <TouchableOpacity onPress={() => handleSortChange('any')}>
patient	patient-app/app/nursing/service-details.tsx	176	contract	 <TouchableOpacity style={styles.sortOption} onPress={() => handleSortChange('nearest')}>
patient	patient-app/app/nursing/service-details.tsx	183	contract	 <TouchableOpacity style={styles.sortOption} onPress={() => handleSortChange('highest_rated')}>
patient	patient-app/app/nursing/service-details.tsx	188	contract	 <TouchableOpacity style={styles.closeBtn} onPress={() => setSortVisible(false)}>
patient	patient-app/app/nursing/service-details.tsx	211	contract	 onPress={() => {
patient	patient-app/app/nursing/service-details.tsx	213	contract	 router.push({ pathname: '/nursing/nurse-profile', params: { nurseId: selectedNurseForLock, flow, serviceId } });
patient	patient-app/app/nursing/service-details.tsx	220	contract	 onPress={() => setLockVisible(false)}
patient	patient-app/app/nutrition/ai-meal-planner.tsx	17	contract	const { width } = Dimensions.get('window');
patient	patient-app/app/nutrition/ai-meal-planner.tsx	77	contract	 <TouchableOpacity style={styles.hBtn} onPress={() => setStep('setup')}>
patient	patient-app/app/nutrition/ai-meal-planner.tsx	81	contract	 <TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/nutrition/ai-meal-planner.tsx	112	contract	 <TouchableOpacity key={day} onPress={() => setSelectedDay(day)}
patient	patient-app/app/nutrition/ai-meal-planner.tsx	164	contract	 <TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/nutrition/ai-meal-planner.tsx	199	contract	 <TouchableOpacity key={goal.id} onPress={() => toggleGoal(goal.id)}
patient	patient-app/app/nutrition/ai-meal-planner.tsx	215	contract	 <TouchableOpacity key={cal} onPress={() => setCalories(cal)}
patient	patient-app/app/nutrition/ai-meal-planner.tsx	223	contract	 <TouchableOpacity onPress={generatePlan} disabled={selectedGoals.length === 0}
patient	patient-app/app/nutrition/ai-plan-builder.tsx	18	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/nutrition/ai-plan-builder.tsx	47	contract	 const res = await apiFetch<any>('/ai/generate-diet-plan', {
patient	patient-app/app/nutrition/ai-plan-builder.tsx	63	contract	 await apiFetch('/nutrition/profile', {
patient	patient-app/app/nutrition/ai-plan-builder.tsx	94	contract	 <IconButton icon="back" bg="rgba(255,255,255,0.18)" color="#fff" onPress={() => step > 0 ? setStep(s => s - 1) : router.back()} />
patient	patient-app/app/nutrition/ai-plan-builder.tsx	104	contract	 <Card key={g.key} onPress={() => { setGoal(g.key); setStep(1); }} style={[st.goalCard, goal === g.key && { borderColor: g.color, borderWidth: 2 } ]}>
patient	patient-app/app/nutrition/ai-plan-builder.tsx	134	contract	 <Button label="التالي" variant="gradient" size="lg" onPress={() => setStep(2)} style={{ marginTop: 16 }} />
patient	patient-app/app/nutrition/ai-plan-builder.tsx	144	contract	 <TouchableOpacity key={d} onPress={() => setDiet(d)} style={[st.dietChip, { backgroundColor: diet === d ? colors.primary : colors.surfaceSecondary, borderColor: diet === d ? color
patient	patient-app/app/nutrition/ai-plan-builder.tsx	152	contract	 <Button label="إنشاء الخطة بالـ AI" variant="gradient" size="lg" icon="robot" loading={generating} onPress={generate} style={{ marginTop: 16 }}/>
patient	patient-app/app/nutrition/ai-plan-builder.tsx	201	contract	 <Button label="حفظ الخطة" variant="gradient" size="lg" icon="download" onPress={() => router.push('/nutrition/nutrition-plan')} />
patient	patient-app/app/nutrition/ai-plan-builder.tsx	202	contract	 <Button label="إنشاء خطة تمارين مناسبة" variant="outline" icon="run" onPress={() => router.push('/nutrition/exercise-plan')} />
patient	patient-app/app/nutrition/body-composition.tsx	17	contract	import { apiFetch } from "../../src/utils/api";
patient	patient-app/app/nutrition/body-composition.tsx	27	contract	 apiFetch("/nutrition/profile")
patient	patient-app/app/nutrition/body-composition.tsx	94	contract	 <IconButton icon="back" onPress={() => router.back()} />
patient	patient-app/app/nutrition/body-composition.tsx	146	contract	 <Button
patient	patient-app/app/nutrition/body-composition.tsx	150	contract	 onPress={() => router.push("/nutrition/body-target")}
patient	patient-app/app/nutrition/body-composition.tsx	152	contract	 <Button
patient	patient-app/app/nutrition/body-composition.tsx	156	contract	 onPress={() => router.push("/nutrition/ai-plan-builder")}
