file	line	method	endpoint	normalized	classification	backend_candidates
patient-app/nabd_plus/app/articles/index.tsx	48	GET	/articles?${params.toString()}	/articles	PASS_MATCHED	GET /articles (backend/src/modules/articles/articles.module.ts:93)|GET /articles (backend/src/modules/articles/articles.module.ts:105)
patient-app/nabd_plus/app/articles/index.tsx	58	GET	/articles/categories	/articles/categories	PASS_MATCHED	GET /articles/categories (backend/src/modules/articles/articles.module.ts:94)|GET /articles/:slug (backend/src/modules/articles/articles.module.ts:95)
patient-app/nabd_plus/app/community/hub.tsx	59	POST	/community/posts?page=1&limit=20${qs}	/community/posts	PASS_MATCHED	POST /community/posts (backend/src/modules/community/community.controller.ts:26)
patient-app/nabd_plus/app/community/hub.tsx	74	POST	/community/posts	/community/posts	PASS_MATCHED	POST /community/posts (backend/src/modules/community/community.controller.ts:26)
patient-app/nabd_plus/app/community/post-detail.tsx	53	PUT	/community/posts/${postId}	/community/posts/:id	UNMATCHED_API_REVIEW	
patient-app/nabd_plus/app/community/post-detail.tsx	68	PUT	/community/posts/${postId}/vote	/community/posts/:id/vote	PASS_MATCHED	PUT /community/posts/:id/vote (backend/src/modules/community/community.controller.ts:41)
patient-app/nabd_plus/app/community/post-detail.tsx	87	POST	/community/posts/${postId}/comment	/community/posts/:id/comment	PASS_MATCHED	POST /community/posts/:id/comment (backend/src/modules/community/community.controller.ts:36)
patient-app/nabd_plus/app/consultations/appointment-detail.tsx	184	POST	/patient/pay-copay	/patient/pay-copay	UNMATCHED_API_REVIEW	
patient-app/nabd_plus/app/consultations/book/[id].tsx	73	GET	/care/doctors/${encodeURIComponent(String(id || ''))}	/care/doctors/:id	PASS_MATCHED	GET /care/doctors/:id (backend/src/modules/care/care.controller.ts:60)
patient-app/nabd_plus/app/consultations/book/[id].tsx	105	GET	/care/doctors/${encodeURIComponent(doctor.id)}/slots?date=${days[dayOffset].iso}&service_type=${visitType}	/care/doctors/:id/slots	PASS_MATCHED	GET /care/doctors/:id/slots (backend/src/modules/care/care.controller.ts:66)
patient-app/nabd_plus/app/consultations/booking-confirm.tsx	45	GET	/insurance/companies	/insurance/companies	PASS_MATCHED	GET /insurance/companies (backend/src/modules/insurance/insurance.controller.ts:22)|GET /insurance/companies (backend/src/modules/insurance/insurance.module.ts:359)
patient-app/nabd_plus/app/consultations/booking-confirm.tsx	55	GET	/insurance/companies/${insCompany}/networks	/insurance/companies/:id/networks	PASS_MATCHED	GET /insurance/companies/:companyId/networks (backend/src/modules/insurance/insurance.module.ts:400)
patient-app/nabd_plus/app/consultations/booking-pending.tsx	108	PATCH	/care/appointments/${appointmentId}/cancel	/care/appointments/:id/cancel	PASS_MATCHED	PATCH /care/appointments/:id/cancel (backend/src/modules/care/appointments.controller.ts:34)
patient-app/nabd_plus/app/consultations/call-history.tsx	48	GET	/calls/history?page=${pageNum}&limit=20	/calls/history	PASS_MATCHED	GET /calls/history (backend/src/modules/livekit/livekit.controller.ts:70)
patient-app/nabd_plus/app/consultations/cancel-reschedule.tsx	105	PATCH	/care/appointments/${appointmentId}/cancel	/care/appointments/:id/cancel	PASS_MATCHED	PATCH /care/appointments/:id/cancel (backend/src/modules/care/appointments.controller.ts:34)
patient-app/nabd_plus/app/consultations/cancel-reschedule.tsx	118	PATCH	/care/appointments/${appointmentId}/reschedule	/care/appointments/:id/reschedule	PASS_MATCHED	PATCH /care/appointments/:id/reschedule (backend/src/modules/care/appointments.controller.ts:39)
patient-app/nabd_plus/app/consultations/chat-with-doctor.tsx	41	POST	/care/doctors/${doctorId}	/care/doctors/:id	UNMATCHED_API_REVIEW	
patient-app/nabd_plus/app/consultations/chat-with-doctor.tsx	51	POST	/chat/threads/direct	/chat/threads/direct	UNMATCHED_API_REVIEW	
patient-app/nabd_plus/app/consultations/chat-with-doctor.tsx	58	GET	/chat/threads/${tid}/messages	/chat/threads/:id/messages	UNMATCHED_API_REVIEW	
patient-app/nabd_plus/app/consultations/chat-with-doctor.tsx	125	POST	/chat/threads/${threadId}/messages	/chat/threads/:id/messages	UNMATCHED_API_REVIEW	
patient-app/nabd_plus/app/consultations/clinic-location.tsx	24	GET	/care/appointments/${appointmentId}	/care/appointments/:id	PASS_MATCHED	GET /care/appointments/:id (backend/src/modules/care/appointments.controller.ts:24)
patient-app/nabd_plus/app/consultations/doctor-search.tsx	44	GET	/care/doctors?${qs.toString()}	/care/doctors	PASS_MATCHED	GET /care/doctors (backend/src/modules/care/care.controller.ts:29)
