file	line	method	endpoint	normalized	classification	backend_candidates
patient-app/app/health/reminders.tsx	44	POST	/health/reminders	/health/reminders	PASS_MATCHED	30 /health/reminders (backend/src/modules/health/health.controller.ts)
patient-app/app/health/reminders.tsx	62	POST	/health/reminders/${id}/log	/health/reminders/:id/log	PASS_MATCHED	32 /health/reminders/:id/log (backend/src/modules/health/health.controller.ts)
patient-app/app/health/reports.tsx	27	GET	/health/reports	/health/reports	PASS_MATCHED	53 /health/reports (backend/src/modules/health/health.controller.ts)
patient-app/app/health/trends.tsx	139	GET	/health/trends	/health/trends	PASS_MATCHED	83 /health/trends (backend/src/modules/health/health.controller.ts)
patient-app/app/health/vitals-log.tsx	56	GET	/health/vitals/chart?vital=${vital}	/health/vitals/chart	UNMATCHED_API_REVIEW	
patient-app/app/health/vitals-log.tsx	57	GET	/health/vitals/recent?vital=${vital}	/health/vitals/recent	UNMATCHED_API_REVIEW	
patient-app/app/health/vitals-log.tsx	95	POST	/health/vitals	/health/vitals	PASS_MATCHED	21 /health/vitals (backend/src/modules/health/health.controller.ts)
patient-app/app/health/vitals.tsx	87	GET	/health/vitals/summary	/health/vitals/summary	PASS_MATCHED	19 /health/vitals/summary (backend/src/modules/health/health.controller.ts)
patient-app/app/health/wearables.tsx	37	GET	/health/wearables/devices	/health/wearables/devices	UNMATCHED_API_REVIEW	
patient-app/app/health/wearables.tsx	38	GET	/health/wearables/data	/health/wearables/data	UNMATCHED_API_REVIEW	
patient-app/app/insurance/add-policy.tsx	33	GET	/insurance/companies	/insurance/companies	PASS_MATCHED	187 /insurance/companies (backend/src/modules/insurance/insurance.module.ts)
patient-app/app/insurance/benefits-summary.tsx	21	GET	/insurance/benefits-summary	/insurance/benefits-summary	UNMATCHED_API_REVIEW	
patient-app/app/insurance/claim-tracking.tsx	30	GET	/api/v1/insurance/claims/my	/insurance/claims/my	UNMATCHED_API_REVIEW	
patient-app/app/insurance/copay.tsx	32	POST	/provider/jobs/insurance-copay	/provider/jobs/insurance-copay	UNMATCHED_API_REVIEW	
patient-app/app/insurance/hub.tsx	101	GET	/users/me/insurance	/users/me/insurance	PASS_MATCHED	10 /users/me/insurance (backend/src/modules/users/users.insurance.controller.ts)
patient-app/app/insurance/hub.tsx	128	GET	/insurance/claims	/insurance/claims	PASS_MATCHED	264 /insurance/claims (backend/src/modules/insurance/insurance.module.ts)
patient-app/app/insurance/hub.tsx	167	POST	/insurance/save-policy	/insurance/save-policy	PASS_MATCHED	254 /insurance/save-policy (backend/src/modules/insurance/insurance.module.ts)
patient-app/app/insurance/payment-split.tsx	46	GET	/insurance/coverage-check?service_type=${SERVICE.serviceType}	/insurance/coverage-check	PASS_MATCHED	222 /insurance/coverage-check (backend/src/modules/insurance/insurance.module.ts)
patient-app/app/insurance/payment-split.tsx	79	POST	/insurance/payment-confirm	/insurance/payment-confirm	UNMATCHED_API_REVIEW	
patient-app/app/insurance/submit-claim.tsx	32	POST	/insurance/claims/submit	/insurance/claims/submit	PASS_MATCHED	259 /insurance/claims/submit (backend/src/modules/insurance/insurance.module.ts)
patient-app/app/loyalty/challenges.tsx	28	GET	/loyalty/challenges	/loyalty/challenges	PASS_MATCHED	40 /loyalty/challenges (backend/src/modules/loyalty/loyalty.controller.ts)
patient-app/app/loyalty/hub.tsx	53	GET	/loyalty/account	/loyalty/account	PASS_MATCHED	22 /loyalty/account (backend/src/modules/loyalty/loyalty.controller.ts)
patient-app/app/loyalty/hub.tsx	57	GET	/loyalty/transactions?page=1	/loyalty/transactions	PASS_MATCHED	28 /loyalty/transactions (backend/src/modules/loyalty/loyalty.controller.ts)
patient-app/app/loyalty/hub.tsx	60	GET	/loyalty/config	/loyalty/config	PASS_MATCHED	13 /loyalty/config (backend/src/modules/loyalty/loyalty.controller.ts)
patient-app/app/loyalty/hub.tsx	66	GET	/loyalty/rewards	/loyalty/rewards	PASS_MATCHED	46 /loyalty/rewards (backend/src/modules/loyalty/loyalty.controller.ts)
patient-app/app/loyalty/rewards.tsx	37	GET	/loyalty/account	/loyalty/account	PASS_MATCHED	22 /loyalty/account (backend/src/modules/loyalty/loyalty.controller.ts)
patient-app/app/loyalty/rewards.tsx	40	GET	/loyalty/rewards	/loyalty/rewards	PASS_MATCHED	46 /loyalty/rewards (backend/src/modules/loyalty/loyalty.controller.ts)
patient-app/app/loyalty/rewards.tsx	66	POST	/loyalty/rewards/${reward.id}/claim	/loyalty/rewards/:id/claim	PASS_MATCHED	52 /loyalty/rewards/:id/claim (backend/src/modules/loyalty/loyalty.controller.ts)
patient-app/app/map/index.tsx	170	GET	/providers/map?${query.toString()}	/providers/map	PASS_MATCHED	32 /providers/:id (backend/src/modules/providers/providers.controller.ts)
patient-app/app/map/index.tsx	206	GET	/user/insurance	/user/insurance	PASS_MATCHED	12 /user/insurance (backend/src/modules/users/user.insurance.controller.ts)
patient-app/app/maternity/baby-development.tsx	358	GET	/maternity/profile	/maternity/profile	PASS_MATCHED	12 /maternity/profile (backend/src/modules/maternity/maternity.controller.ts)
patient-app/app/maternity/baby-growth.tsx	51	POST	/maternity/infant-growth	/maternity/infant-growth	PASS_MATCHED	52 /maternity/infant-growth (backend/src/modules/maternity/maternity.controller.ts)
patient-app/app/maternity/baby-growth.tsx	80	GET	/maternity/profile	/maternity/profile	PASS_MATCHED	12 /maternity/profile (backend/src/modules/maternity/maternity.controller.ts)
patient-app/app/maternity/baby-growth.tsx	92	GET	/maternity/vaccines	/maternity/vaccines	UNMATCHED_API_REVIEW	
patient-app/app/maternity/hub.tsx	64	GET	/maternity/content	/maternity/content	PASS_MATCHED	18 /maternity/content (backend/src/modules/maternity/maternity.controller.ts)
patient-app/app/maternity/hub.tsx	66	GET	/maternity/profile	/maternity/profile	PASS_MATCHED	12 /maternity/profile (backend/src/modules/maternity/maternity.controller.ts)
patient-app/app/maternity/hub.tsx	199	POST	/maternity/profile	/maternity/profile	PASS_MATCHED	24 /maternity/profile (backend/src/modules/maternity/maternity.controller.ts)
patient-app/app/maternity/hub.tsx	224	PUT	/maternity/checkups/${encodeURIComponent(week)}/toggle	/maternity/checkups/:id/toggle	PASS_MATCHED	45 /maternity/checkups/:week/toggle (backend/src/modules/maternity/maternity.controller.ts)
patient-app/app/maternity/maternity-setup.tsx	176	POST	/maternity/profile	/maternity/profile	PASS_MATCHED	24 /maternity/profile (backend/src/modules/maternity/maternity.controller.ts)
patient-app/app/maternity/ovulation-tracker.tsx	230	POST	/maternity/profile	/maternity/profile	PASS_MATCHED	24 /maternity/profile (backend/src/modules/maternity/maternity.controller.ts)
patient-app/app/maternity/pregnancy-tracker.tsx	45	GET	/maternity/profile	/maternity/profile	PASS_MATCHED	12 /maternity/profile (backend/src/modules/maternity/maternity.controller.ts)
patient-app/app/maternity/pregnancy-tracker.tsx	95	POST	/maternity/kicks	/maternity/kicks	PASS_MATCHED	31 /maternity/kicks (backend/src/modules/maternity/maternity.controller.ts)
patient-app/app/maternity/pregnancy-tracker.tsx	130	POST	/maternity/contractions	/maternity/contractions	PASS_MATCHED	38 /maternity/contractions (backend/src/modules/maternity/maternity.controller.ts)
patient-app/app/maternity/pregnancy-tracker.tsx	154	PUT	/maternity/checkups/${encodeURIComponent(week)}/toggle	/maternity/checkups/:id/toggle	PASS_MATCHED	45 /maternity/checkups/:week/toggle (backend/src/modules/maternity/maternity.controller.ts)
patient-app/app/mental-health/breathing.tsx	63	POST	/mental-health/breathing	/mental-health/breathing	PASS_MATCHED	80 /mental-health/breathing (backend/src/modules/mental-health/mental-health.controller.ts)
patient-app/app/mental-health/crisis-support.tsx	36	GET	/mental-health/crisis-contacts	/mental-health/crisis-contacts	PASS_MATCHED	116 /mental-health/crisis-contacts (backend/src/modules/mental-health/mental-health.controller.ts)
patient-app/app/mental-health/crisis-support.tsx	40	GET	/mental-health/hotlines	/mental-health/hotlines	UNMATCHED_API_REVIEW	
patient-app/app/mental-health/meditation.tsx	42	GET	/mental-health/meditation/sessions	/mental-health/meditation/sessions	UNMATCHED_API_REVIEW	
patient-app/app/mental-health/meditation.tsx	69	POST	/mental-health/meditation	/mental-health/meditation	PASS_MATCHED	54 /mental-health/meditation (backend/src/modules/mental-health/mental-health.controller.ts)
patient-app/app/mental-health/mood-journal.tsx	46	POST	/mental-health/mood?days=7	/mental-health/mood	PASS_MATCHED	25 /mental-health/mood (backend/src/modules/mental-health/mental-health.controller.ts)
patient-app/app/mental-health/mood-journal.tsx	59	POST	/mental-health/mood	/mental-health/mood	PASS_MATCHED	25 /mental-health/mood (backend/src/modules/mental-health/mental-health.controller.ts)
patient-app/app/mental-health/self-assessment.tsx	26	GET	/mental-health/assessment-questions	/mental-health/assessment-questions	UNMATCHED_API_REVIEW	
patient-app/app/mental-health/self-assessment.tsx	48	POST	/mental-health/assessment	/mental-health/assessment	PASS_MATCHED	98 /mental-health/assessment (backend/src/modules/mental-health/mental-health.controller.ts)
patient-app/app/nursing/live-tracking.tsx	83	GET	/nursing/visits/${bookingId}/tracking	/nursing/visits/:id/tracking	PASS_MATCHED	99 /nursing/visits/:id/tracking (backend/src/modules/home-care/home-care.controller.ts)
