component	file	line	raw	normalized	review_class
patient	patient-app/app/pharmacy/checkout.tsx	79	/shared/location-picker	/shared/location-picker	API_CANDIDATE_REVIEW
patient	patient-app/app/pharmacy/checkout.tsx	122	/pharmacy/waiting-for-pharmacy	/pharmacy/waiting-for-pharmacy	API_CANDIDATE_REVIEW
patient	patient-app/app/pharmacy/custom-item.tsx	52	/(tabs	/(tabs	NAVIGATION_OR_TEMPLATE
patient	patient-app/app/pharmacy/drug-not-found.tsx	68	/(tabs	/(tabs	NAVIGATION_OR_TEMPLATE
patient	patient-app/app/pharmacy/manual-order.tsx	56	/pharmacy/cart	/pharmacy/cart	API_CANDIDATE_REVIEW
patient	patient-app/app/pharmacy/order-confirm.tsx	57	/pharmacy/payment	/pharmacy/payment	API_CANDIDATE_REVIEW
patient	patient-app/app/pharmacy/order-confirm.tsx	69	/pharmacy/waiting-for-pharmacy	/pharmacy/waiting-for-pharmacy	API_CANDIDATE_REVIEW
patient	patient-app/app/pharmacy/order-history.tsx	109	/pharmacy/cart	/pharmacy/cart	API_CANDIDATE_REVIEW
patient	patient-app/app/pharmacy/order-tracking.tsx	110	/(tabs	/(tabs	NAVIGATION_OR_TEMPLATE
patient	patient-app/app/pharmacy/order-tracking.tsx	134	/pharmacy/chat-with-pharmacist	/pharmacy/chat-with-pharmacist	API_CANDIDATE_REVIEW
patient	patient-app/app/pharmacy/pharmacist-chat.tsx	39	/pharmacy/chat/threads	/pharmacy/chat/threads	API_CANDIDATE_REVIEW
patient	patient-app/app/pharmacy/pharmacist-chat.tsx	119	/pharmacy/cart	/pharmacy/cart	API_CANDIDATE_REVIEW
patient	patient-app/app/pharmacy/pharmacist-chat.tsx	237	/pharmacy/payment	/pharmacy/payment	API_CANDIDATE_REVIEW
patient	patient-app/app/pharmacy/product-detail.tsx	188	/pharmacy/cart	/pharmacy/cart	API_CANDIDATE_REVIEW
patient	patient-app/app/pharmacy/product-detail.tsx	275	/pharmacy/product-detail	/pharmacy/product-detail	API_CANDIDATE_REVIEW
patient	patient-app/app/pharmacy/reorder.tsx	123	/(tabs	/(tabs	NAVIGATION_OR_TEMPLATE
patient	patient-app/app/pharmacy/rx-order.tsx	50	/insurance/approval-pending	/insurance/approval-pending	API_CANDIDATE_REVIEW
patient	patient-app/app/pharmacy/rx-order.tsx	55	/pharmacy/order-tracking	/pharmacy/order-tracking	API_CANDIDATE_REVIEW
patient	patient-app/app/pharmacy/rx-order.tsx	141	/(tabs	/(tabs	NAVIGATION_OR_TEMPLATE
patient	patient-app/app/pharmacy/rx-order.tsx	159	/delivery/address-select	/delivery/address-select	API_CANDIDATE_REVIEW
patient	patient-app/app/pharmacy/scan-prescription.tsx	106	/pharmacy/cart	/pharmacy/cart	API_CANDIDATE_REVIEW
patient	patient-app/app/pharmacy/waiting-for-pharmacy.tsx	133	/(tabs	/(tabs	NAVIGATION_OR_TEMPLATE
patient	patient-app/app/profile/index.tsx	34	/(auth	/(auth	NAVIGATION_OR_TEMPLATE
patient	patient-app/app/profile/index.tsx	47	/health/edit-profile	/health/edit-profile	API_CANDIDATE_REVIEW
patient	patient-app/app/profile/index.tsx	76	/(auth	/(auth	NAVIGATION_OR_TEMPLATE
patient	patient-app/app/programs/active.tsx	100	/loyalty/hub	/loyalty/hub	API_CANDIDATE_REVIEW
patient	patient-app/app/reports/ai-analysis.tsx	290	/(tabs	/(tabs	NAVIGATION_OR_TEMPLATE
patient	patient-app/app/reports/ai-analysis.tsx	296	/(tabs	/(tabs	NAVIGATION_OR_TEMPLATE
patient	patient-app/app/reports/timeline.tsx	42	/reports/timeline	/reports/timeline	API_CANDIDATE_REVIEW
patient	patient-app/app/reports/timeline.tsx	88	/reports/passport	/reports/passport	API_CANDIDATE_REVIEW
patient	patient-app/app/returns/hub.tsx	124	/returns/new-request	/returns/new-request	API_CANDIDATE_REVIEW
patient	patient-app/app/returns/hub.tsx	308	/returns/new-request	/returns/new-request	API_CANDIDATE_REVIEW
patient	patient-app/app/returns/new-request.tsx	100	/returns/hub	/returns/hub	API_CANDIDATE_REVIEW
patient	patient-app/app/returns/new-request.tsx	103	/(tabs	/(tabs	NAVIGATION_OR_TEMPLATE
patient	patient-app/app/search/index.tsx	68	/(tabs	/(tabs	NAVIGATION_OR_TEMPLATE
patient	patient-app/app/search/index.tsx	72	/(tabs	/(tabs	NAVIGATION_OR_TEMPLATE
patient	patient-app/app/settings/about.tsx	221	/settings/terms	/settings/terms	API_CANDIDATE_REVIEW
patient	patient-app/app/settings/about.tsx	238	/settings/privacy	/settings/privacy	API_CANDIDATE_REVIEW
patient	patient-app/app/settings/data.tsx	54	/settings/privacy	/settings/privacy	API_CANDIDATE_REVIEW
patient	patient-app/app/settings/help.tsx	146	/settings/support-chat	/settings/support-chat	API_CANDIDATE_REVIEW
patient	patient-app/app/settings/index.tsx	55	/(onboarding	/(onboarding	NAVIGATION_OR_TEMPLATE
patient	patient-app/app/settings/index.tsx	59	/(auth	/(auth	NAVIGATION_OR_TEMPLATE
patient	patient-app/app/support/chat.tsx	46	/support/chat	/support/chat	API_CANDIDATE_REVIEW
patient	patient-app/app/support/chat.tsx	80	/support/chat	/support/chat	API_CANDIDATE_REVIEW
patient	patient-app/app/support/ticket.tsx	44	/support/chat	/support/chat	API_CANDIDATE_REVIEW
patient	patient-app/src/components/Header.tsx	137	/profile	/profile	API_CANDIDATE_REVIEW
patient	patient-app/src/core/events/AuditManager.ts	62	/audit/batch	/audit/batch	API_CANDIDATE_REVIEW
patient	patient-app/src/hooks/useGuestGuard.tsx	71	/(auth	/(auth	NAVIGATION_OR_TEMPLATE
patient	patient-app/src/hooks/useGuestGuard.tsx	76	/(auth	/(auth	NAVIGATION_OR_TEMPLATE
patient	patient-app/src/hooks/usePushNotifications.ts	57	/notifications/register-token	/notifications/register-token	API_CANDIDATE_REVIEW
patient	patient-app/src/navigation/guards/AuthGuard.tsx	25	/(auth	/(auth	NAVIGATION_OR_TEMPLATE
patient	patient-app/src/utils/security.ts	162	/audit	/audit	API_CANDIDATE_REVIEW
provider	provider-app/src/components/ui.tsx	902	/provider/profile/image/status	/provider/profile/image/status	API_CANDIDATE_REVIEW
provider	provider-app/src/components/ui.tsx	925	/provider/profile/image/status	/provider/profile/image/status	API_CANDIDATE_REVIEW
provider	provider-app/src/components/ui.tsx	986	/provider/profile/image/upload	/provider/profile/image/upload	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	210	/provider/stats/today	/provider/stats/today	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	224	/provider/jobs/	/provider/jobs	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	224	/accept	/accept	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	234	/provider/jobs/	/provider/jobs	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	234	/reject	/reject	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	652	/provider/consultation/end	/provider/consultation/end	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1754	/provider/wallet	/provider/wallet	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1757	/provider/wallet/transactions	/provider/wallet/transactions	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1843	/chats/provider	/chats/provider	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2027	/provider/settings/delta	/provider/settings/delta	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2362	/provider/notifications	/provider/notifications	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2378	/provider/directory	/provider/directory	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2789	/provider/capabilities/doctor-sessions	/provider/capabilities/doctor-sessions	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2837	/provider/capabilities/doctor-sessions	/provider/capabilities/doctor-sessions	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2865	/provider/capabilities/doctor-sessions	/provider/capabilities/doctor-sessions	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2905	/provider/capabilities/doctor-sessions	/provider/capabilities/doctor-sessions	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3121	/provider/profile	/provider/profile	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3140	/provider/profile	/provider/profile	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3635	/provider/chat/send	/provider/chat/send	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/facility/FacilityAuditLogScreen.tsx	16	/provider/facility/audit-logs	/provider/facility/audit-logs	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/facility/FacilityDashboard.tsx	72	/facility/inbox	/facility/inbox	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/facility/FacilityDashboard.tsx	136	/facility/surgeries/schedule	/facility/surgeries/schedule	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/facility/FacilityDashboard.tsx	248	/provider/facility/subaccounts	/provider/facility/subaccounts	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/facility/FacilityDashboard.tsx	917	/provider/facility/shifts	/provider/facility/shifts	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/facility/FacilityDashboard.tsx	1764	/facility/surgeries/book	/facility/surgeries/book	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/facility/FacilityDashboard.tsx	1967	/provider-deltas	/provider-deltas	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/facility/FacilityDashboard.tsx	1984	/provider-deltas	/provider-deltas	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/facility/FacilityDashboard.tsx	2130	/home-care/bookings/nursing/all	/home-care/bookings/nursing/all	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/facility/FacilityDashboard.tsx	2133	/home-care/providers?availability=now	/home-care/providers	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/facility/FacilityInternalChatScreen.tsx	20	/chat/channels	/chat/channels	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/facility/FacilityPatientTrackerScreen.tsx	16	/provider/facility/patients/active	/provider/facility/patients/active	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/facility/FacilityUnifiedCalendarScreen.tsx	16	/provider/facility/calendar	/provider/facility/calendar	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/lab/LabDashboard.tsx	1381	/provider/capabilities/lab-services	/provider/capabilities/lab-services	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/nursing/NursingDashboard.tsx	227	/home-care/provider/availability	/home-care/provider/availability	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/nursing/NursingDashboard.tsx	359	/nursing/jobs/active	/nursing/jobs/active	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/nursing/NursingDashboard.tsx	507	/provider/nursing/checklist	/provider/nursing/checklist	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/nursing/NursingDashboard.tsx	720	/nursing/notes	/nursing/notes	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/nursing/NursingDashboard.tsx	845	/provider/nursing/supplies	/provider/nursing/supplies	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/nursing/NursingDashboard.tsx	851	/home-care/inventory/request	/home-care/inventory/request	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/nursing/NursingDashboard.tsx	978	/provider-deltas	/provider-deltas	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/nursing/NursingDashboard.tsx	1074	/provider-deltas	/provider-deltas	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/nursing/NursingDashboard.tsx	1166	/provider-deltas	/provider-deltas	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/nursing/NursingDashboard.tsx	1260	/nursing/coverage/verify-gps	/nursing/coverage/verify-gps	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/nursing/NursingDashboard.tsx	1329	/provider-deltas	/provider-deltas	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/nursing/NursingDashboard.tsx	1372	/provider/profile	/provider/profile	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/nursing/NursingDashboard.tsx	1390	/provider/profile	/provider/profile	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/nursing/NursingDashboard.tsx	1489	/provider/schedule/settings	/provider/schedule/settings	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/pharmacy/PharmacyDashboard.tsx	218	/provider/pharmacy/orders/incoming	/provider/pharmacy/orders/incoming	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/pharmacy/PharmacyDashboard.tsx	507	/provider/pharmacy/b2b/voice-to-order	/provider/pharmacy/b2b/voice-to-order	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/pharmacy/PharmacyDashboard.tsx	620	/pharmacy/reports/eod	/pharmacy/reports/eod	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/pharmacy/PharmacyDashboard.tsx	969	/provider-deltas	/provider-deltas	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/radiology/RadiologyDashboard.tsx	390	/provider/capabilities/radiology-services	/provider/capabilities/radiology-services	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	57	/provider/features/promotions	/provider/features/promotions	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	133	/provider/features/promotions	/provider/features/promotions	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	785	/provider/features/referrals	/provider/features/referrals	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/shared/RealScreens.tsx	19	/provider/reviews	/provider/reviews	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/shared/RealScreens.tsx	116	/provider/working-hours	/provider/working-hours	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/shared/RealScreens.tsx	164	/auth/change-password	/auth/change-password	NAVIGATION_OR_TEMPLATE
provider	provider-app/src/screens/shared/RealScreensExtended.tsx	150	/pharmacy/products	/pharmacy/products	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/shared/RealScreensExtended.tsx	205	/pharmacy/shortages/report	/pharmacy/shortages/report	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/shared/SharedScreens.tsx	57	/chats/provider	/chats/provider	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/shared/SharedScreens.tsx	285	/provider/notifications	/provider/notifications	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/shared/SharedScreens.tsx	975	/provider/banks	/provider/banks	API_CANDIDATE_REVIEW
provider	provider-app/src/screens/shared/SharedScreens.tsx	1014	/provider/wallet/withdraw	/provider/wallet/withdraw	API_CANDIDATE_REVIEW
admin	admin-app/web-admin/src/pages/admin/disputes.tsx	30	/admin/disputes	/admin/disputes	API_CANDIDATE_REVIEW
admin	admin-app/web-admin/src/pages/admin/nursing-portal.tsx	15	/admin/nursing/requests	/admin/nursing/requests	API_CANDIDATE_REVIEW
admin	admin-app/web-admin/src/pages/admin/provider-audits.tsx	13	/admin/provider-deltas/pending	/admin/provider-deltas/pending	API_CANDIDATE_REVIEW
admin	admin-app/web-admin/src/pages/admin/users-management.tsx	16	/admin/users	/admin/users	API_CANDIDATE_REVIEW
