component	file	line	raw	normalized	classification	backend_candidates
patient	patient-app/app/family/permissions.tsx	133	/family/permissions/request	/family/permissions/request	MATCHED_ROUTE	POST /family/permissions/request (backend/src/modules/family/family.controller.ts:87)
patient	patient-app/app/family/shared-calendar.tsx	54	/family/calendar	/family/calendar	MATCHED_ROUTE	GET /family/calendar (backend/src/modules/family/family.controller.ts:73)
patient	patient-app/app/family/shared-calendar.tsx	83	/family/calendar/event	/family/calendar/event	MATCHED_ROUTE	POST /family/calendar/event (backend/src/modules/family/family.controller.ts:67)
patient	patient-app/app/family/voice-call.tsx	68	/family/chat	/family/chat	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/actionable-order.tsx	52	/pharmacy	/pharmacy	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/actionable-order.tsx	58	/diagnostics	/diagnostics	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/actionable-order.tsx	148	/diagnostics	/diagnostics	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/chronic-disease.tsx	26	/health/chronic-diseases	/health/chronic-diseases	MATCHED_ROUTE	GET /health/chronic-diseases (backend/src/modules/health/health.controller.ts:73)
patient	patient-app/app/health/chronic-disease.tsx	27	/health/vitals	/health/vitals	MATCHED_ROUTE	GET /health/vitals (backend/src/modules/health/health.controller.ts:12)|POST /health/vitals (backend/src/modules/health/health.controller.ts:21)
patient	patient-app/app/health/chronic-disease.tsx	133	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/chronic-disease.tsx	160	/health/vitals	/health/vitals	MATCHED_ROUTE	GET /health/vitals (backend/src/modules/health/health.controller.ts:12)|POST /health/vitals (backend/src/modules/health/health.controller.ts:21)
patient	patient-app/app/health/chronic-medications.tsx	24	/health/chronic-meds	/health/chronic-meds	MATCHED_ROUTE	GET /health/chronic-meds (backend/src/modules/health/health.controller.ts:78)
patient	patient-app/app/health/chronic-medications.tsx	37	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/chronic-medications.tsx	45	/health/medication-reminder-add	/health/medication-reminder-add	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/chronic-medications.tsx	109	/health/medication-reminder-add	/health/medication-reminder-add	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/edit-profile.tsx	59	/users/me/profile	/users/me/profile	MATCHED_ROUTE	GET /users/me/profile (backend/src/modules/users/users.controller.ts:11)|PATCH /users/me/profile (backend/src/modules/users/users.controller.ts:16)
patient	patient-app/app/health/edit-profile.tsx	95	/users/me/profile	/users/me/profile	MATCHED_ROUTE	GET /users/me/profile (backend/src/modules/users/users.controller.ts:11)|PATCH /users/me/profile (backend/src/modules/users/users.controller.ts:16)
patient	patient-app/app/health/emergency-contacts.tsx	36	/health/emergency-contacts	/health/emergency-contacts	MATCHED_ROUTE	GET /health/emergency-contacts (backend/src/modules/health/health.controller.ts:68)
patient	patient-app/app/health/family-hub.tsx	86	/family/my-group	/family/my-group	MATCHED_ROUTE	GET /family/my-group (backend/src/modules/family/family.controller.ts:23)
patient	patient-app/app/health/family-hub.tsx	88	/family/members	/family/members	MATCHED_ROUTE	GET /family/members (backend/src/modules/family/family.controller.ts:47)
patient	patient-app/app/health/family-hub.tsx	105	/family/create	/family/create	MATCHED_ROUTE	POST /family/create (backend/src/modules/family/family.controller.ts:16)
patient	patient-app/app/health/family-hub.tsx	199	/family/join	/family/join	MATCHED_ROUTE	POST /family/join (backend/src/modules/family/family.controller.ts:35)
patient	patient-app/app/health/family-hub.tsx	279	/family/chat	/family/chat	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/family-hub.tsx	288	/family/invite	/family/invite	MATCHED_ROUTE	POST /family/invite (backend/src/modules/family/family.controller.ts:29)
patient	patient-app/app/health/health-id.tsx	31	/users/me/profile	/users/me/profile	MATCHED_ROUTE	GET /users/me/profile (backend/src/modules/users/users.controller.ts:11)|PATCH /users/me/profile (backend/src/modules/users/users.controller.ts:16)
patient	patient-app/app/health/health-id.tsx	123	/health/emergency-contacts	/health/emergency-contacts	MATCHED_ROUTE	GET /health/emergency-contacts (backend/src/modules/health/health.controller.ts:68)
patient	patient-app/app/health/health-id.tsx	159	/health/edit-profile	/health/edit-profile	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/medication-reminder-add.tsx	77	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/medication-reminder-add.tsx	78	/health/prescriptions	/health/prescriptions	MATCHED_ROUTE	GET /health/prescriptions (backend/src/modules/health/health.controller.ts:63)
patient	patient-app/app/health/medication-reminder-list.tsx	56	/health/medications/reminders	/health/medications/reminders	MATCHED_ROUTE	GET /health/medications/reminders (backend/src/modules/health/health.controller.ts:58)
patient	patient-app/app/health/medication-reminder-list.tsx	251	/health/chronic-medications	/health/chronic-medications	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/prescriptions.tsx	28	/health/prescriptions	/health/prescriptions	MATCHED_ROUTE	GET /health/prescriptions (backend/src/modules/health/health.controller.ts:63)
patient	patient-app/app/health/prescriptions.tsx	44	/pharmacy/rx-order	/pharmacy/rx-order	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/prescriptions.tsx	71	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/refills.tsx	30	/medical-profile	/medical-profile	MATCHED_ROUTE	GET /medical-profile (backend/src/modules/medical-profile/medical-profile.controller.ts:12)|PATCH /medical-profile (backend/src/modules/medical-profile/medical-profile.controller.ts:13)
patient	patient-app/app/health/reminders.tsx	44	/health/reminders	/health/reminders	MATCHED_ROUTE	GET /health/reminders (backend/src/modules/health/health.controller.ts:28)|POST /health/reminders (backend/src/modules/health/health.controller.ts:30)
patient	patient-app/app/health/reminders.tsx	271	/health/refills	/health/refills	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/reports.tsx	27	/health/reports	/health/reports	MATCHED_ROUTE	GET /health/reports (backend/src/modules/health/health.controller.ts:53)
patient	patient-app/app/health/trends.tsx	139	/health/trends	/health/trends	MATCHED_ROUTE	GET /health/trends (backend/src/modules/health/health.controller.ts:83)
patient	patient-app/app/health/vitals-log.tsx	95	/health/vitals	/health/vitals	MATCHED_ROUTE	GET /health/vitals (backend/src/modules/health/health.controller.ts:12)|POST /health/vitals (backend/src/modules/health/health.controller.ts:21)
patient	patient-app/app/health/vitals-log.tsx	203	/health/conditions-allergies	/health/conditions-allergies	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/vitals.tsx	87	/health/vitals/summary	/health/vitals/summary	MATCHED_ROUTE	GET /health/vitals/summary (backend/src/modules/health/health.controller.ts:19)|PATCH /health/vitals/:id (backend/src/modules/health/health.controller.ts:23)|DELETE /health/vitals/:id (backend/src/modules/health/health.controller.ts:25)
patient	patient-app/app/health/vitals.tsx	137	/health/vitals-log	/health/vitals-log	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/vitals.tsx	178	/health/vitals-log	/health/vitals-log	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/vitals.tsx	184	/health/vitals-log	/health/vitals-log	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/vitals.tsx	187	/health/conditions-allergies	/health/conditions-allergies	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/wearables.tsx	37	/health/wearables/devices	/health/wearables/devices	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/wearables.tsx	38	/health/wearables/data	/health/wearables/data	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/health/wearables.tsx	58	/health/sleep-tracker	/health/sleep-tracker	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/index.tsx	36	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/index.tsx	38	/(auth	/(auth	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/index.tsx	41	/(auth	/(auth	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/add-policy.tsx	33	/insurance/companies	/insurance/companies	MATCHED_ROUTE	GET /insurance/companies (backend/src/modules/insurance/insurance.module.ts:187)|POST /insurance/companies (backend/src/modules/insurance/insurance.module.ts:192)
patient	patient-app/app/insurance/approval-pending.tsx	62	/payments/processing	/payments/processing	MATCHED_ROUTE	POST /payments/:provider (backend/src/modules/payments/payments.module.ts:257)
patient	patient-app/app/insurance/approval-pending.tsx	63	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/benefits-summary.tsx	21	/insurance/benefits-summary	/insurance/benefits-summary	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/claim-tracking.tsx	30	/api/v1/insurance/claims/my	/insurance/claims/my	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/claim-tracking.tsx	48	/insurance/submit-claim	/insurance/submit-claim	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/claim-tracking.tsx	112	/insurance/refund-status	/insurance/refund-status	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/copay.tsx	32	/provider/jobs/insurance-copay	/provider/jobs/insurance-copay	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/copay.tsx	38	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/hub.tsx	101	/users/me/insurance	/users/me/insurance	MATCHED_ROUTE	GET /users/me/insurance (backend/src/modules/users/users.insurance.controller.ts:10)|POST /users/me/insurance (backend/src/modules/users/users.insurance.controller.ts:16)
patient	patient-app/app/insurance/hub.tsx	128	/insurance/claims	/insurance/claims	MATCHED_ROUTE	GET /insurance/claims (backend/src/modules/insurance/insurance.module.ts:264)
patient	patient-app/app/insurance/hub.tsx	167	/insurance/save-policy	/insurance/save-policy	MATCHED_ROUTE	POST /insurance/save-policy (backend/src/modules/insurance/insurance.module.ts:254)
patient	patient-app/app/insurance/hub.tsx	211	/insurance/add-policy	/insurance/add-policy	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/hub.tsx	303	/insurance/benefits-summary	/insurance/benefits-summary	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/hub.tsx	335	/insurance/policy-detail	/insurance/policy-detail	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/hub.tsx	360	/insurance/add-policy	/insurance/add-policy	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/hub.tsx	368	/insurance/policy-detail	/insurance/policy-detail	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/hub.tsx	393	/insurance/claim-tracking	/insurance/claim-tracking	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/hub.tsx	405	/insurance/claim-tracking	/insurance/claim-tracking	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/network-providers.tsx	49	/map	/map	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/payment-split.tsx	79	/insurance/payment-confirm	/insurance/payment-confirm	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/payment-split.tsx	91	/consultations/booking-success	/consultations/booking-success	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/payment-split.tsx	93	/pharmacy/order-tracking	/pharmacy/order-tracking	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/payment-split.tsx	95	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/payment-split.tsx	148	/insurance/hub	/insurance/hub	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/insurance/policy-detail.tsx	84	/insurance/coverage-check	/insurance/coverage-check	MATCHED_ROUTE	GET /insurance/coverage-check (backend/src/modules/insurance/insurance.module.ts:222)
patient	patient-app/app/insurance/submit-claim.tsx	32	/insurance/claims/submit	/insurance/claims/submit	MATCHED_ROUTE	POST /insurance/claims/submit (backend/src/modules/insurance/insurance.module.ts:259)
patient	patient-app/app/loyalty/challenges.tsx	28	/loyalty/challenges	/loyalty/challenges	MATCHED_ROUTE	GET /loyalty/challenges (backend/src/modules/loyalty/loyalty.controller.ts:40)
patient	patient-app/app/loyalty/hub.tsx	53	/loyalty/account	/loyalty/account	MATCHED_ROUTE	GET /loyalty/account (backend/src/modules/loyalty/loyalty.controller.ts:22)
patient	patient-app/app/loyalty/hub.tsx	57	/loyalty/transactions?page=1	/loyalty/transactions	MATCHED_ROUTE	GET /loyalty/transactions (backend/src/modules/loyalty/loyalty.controller.ts:28)
patient	patient-app/app/loyalty/hub.tsx	60	/loyalty/config	/loyalty/config	MATCHED_ROUTE	GET /loyalty/config (backend/src/modules/loyalty/loyalty.controller.ts:13)
patient	patient-app/app/loyalty/hub.tsx	66	/loyalty/rewards	/loyalty/rewards	MATCHED_ROUTE	GET /loyalty/rewards (backend/src/modules/loyalty/loyalty.controller.ts:46)
patient	patient-app/app/loyalty/hub.tsx	105	/loyalty/leaderboard	/loyalty/leaderboard	MATCHED_ROUTE	GET /loyalty/leaderboard (backend/src/modules/loyalty/loyalty.controller.ts:34)
patient	patient-app/app/loyalty/hub.tsx	106	/loyalty/rewards	/loyalty/rewards	MATCHED_ROUTE	GET /loyalty/rewards (backend/src/modules/loyalty/loyalty.controller.ts:46)
patient	patient-app/app/loyalty/hub.tsx	260	/loyalty/rewards	/loyalty/rewards	MATCHED_ROUTE	GET /loyalty/rewards (backend/src/modules/loyalty/loyalty.controller.ts:46)
patient	patient-app/app/loyalty/rewards.tsx	37	/loyalty/account	/loyalty/account	MATCHED_ROUTE	GET /loyalty/account (backend/src/modules/loyalty/loyalty.controller.ts:22)
patient	patient-app/app/loyalty/rewards.tsx	40	/loyalty/rewards	/loyalty/rewards	MATCHED_ROUTE	GET /loyalty/rewards (backend/src/modules/loyalty/loyalty.controller.ts:46)
patient	patient-app/app/map/index.tsx	206	/user/insurance	/user/insurance	MATCHED_ROUTE	GET /user/insurance (backend/src/modules/users/user.insurance.controller.ts:12)
patient	patient-app/app/map/index.tsx	593	/health/edit-profile	/health/edit-profile	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/map/index.tsx	617	/consultations/doctor-profile	/consultations/doctor-profile	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/map/index.tsx	619	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/map/index.tsx	621	/diagnostics/booking-confirm	/diagnostics/booking-confirm	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/map/index.tsx	623	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/map/index.tsx	625	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/maternity/baby-development.tsx	358	/maternity/profile	/maternity/profile	MATCHED_ROUTE	GET /maternity/profile (backend/src/modules/maternity/maternity.controller.ts:12)|POST /maternity/profile (backend/src/modules/maternity/maternity.controller.ts:24)
patient	patient-app/app/maternity/baby-growth.tsx	51	/maternity/infant-growth	/maternity/infant-growth	MATCHED_ROUTE	POST /maternity/infant-growth (backend/src/modules/maternity/maternity.controller.ts:52)
patient	patient-app/app/maternity/baby-growth.tsx	80	/maternity/profile	/maternity/profile	MATCHED_ROUTE	GET /maternity/profile (backend/src/modules/maternity/maternity.controller.ts:12)|POST /maternity/profile (backend/src/modules/maternity/maternity.controller.ts:24)
patient	patient-app/app/maternity/baby-growth.tsx	92	/maternity/vaccines	/maternity/vaccines	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/maternity/baby-growth.tsx	284	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/maternity/hub.tsx	64	/maternity/content	/maternity/content	MATCHED_ROUTE	GET /maternity/content (backend/src/modules/maternity/maternity.controller.ts:18)
patient	patient-app/app/maternity/hub.tsx	66	/maternity/profile	/maternity/profile	MATCHED_ROUTE	GET /maternity/profile (backend/src/modules/maternity/maternity.controller.ts:12)|POST /maternity/profile (backend/src/modules/maternity/maternity.controller.ts:24)
patient	patient-app/app/maternity/hub.tsx	83	/maternity/maternity-setup	/maternity/maternity-setup	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/maternity/hub.tsx	199	/maternity/profile	/maternity/profile	MATCHED_ROUTE	GET /maternity/profile (backend/src/modules/maternity/maternity.controller.ts:12)|POST /maternity/profile (backend/src/modules/maternity/maternity.controller.ts:24)
patient	patient-app/app/maternity/hub.tsx	271	/maternity/baby-development	/maternity/baby-development	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/maternity/hub.tsx	271	/maternity/ovulation-tracker	/maternity/ovulation-tracker	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/maternity/hub.tsx	367	/maternity/ovulation-tracker	/maternity/ovulation-tracker	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/maternity/hub.tsx	399	/maternity/baby-development	/maternity/baby-development	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/maternity/hub.tsx	471	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/maternity/hub.tsx	520	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/maternity/maternity-setup.tsx	176	/maternity/profile	/maternity/profile	MATCHED_ROUTE	GET /maternity/profile (backend/src/modules/maternity/maternity.controller.ts:12)|POST /maternity/profile (backend/src/modules/maternity/maternity.controller.ts:24)
patient	patient-app/app/maternity/maternity-setup.tsx	189	/maternity/hub	/maternity/hub	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/maternity/maternity-setup.tsx	195	/maternity/hub	/maternity/hub	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/maternity/ovulation-tracker.tsx	230	/maternity/profile	/maternity/profile	MATCHED_ROUTE	GET /maternity/profile (backend/src/modules/maternity/maternity.controller.ts:12)|POST /maternity/profile (backend/src/modules/maternity/maternity.controller.ts:24)
patient	patient-app/app/maternity/ovulation-tracker.tsx	246	/maternity/hub	/maternity/hub	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/maternity/pregnancy-tracker.tsx	45	/maternity/profile	/maternity/profile	MATCHED_ROUTE	GET /maternity/profile (backend/src/modules/maternity/maternity.controller.ts:12)|POST /maternity/profile (backend/src/modules/maternity/maternity.controller.ts:24)
patient	patient-app/app/maternity/pregnancy-tracker.tsx	95	/maternity/kicks	/maternity/kicks	MATCHED_ROUTE	POST /maternity/kicks (backend/src/modules/maternity/maternity.controller.ts:31)
patient	patient-app/app/maternity/pregnancy-tracker.tsx	130	/maternity/contractions	/maternity/contractions	MATCHED_ROUTE	POST /maternity/contractions (backend/src/modules/maternity/maternity.controller.ts:38)
patient	patient-app/app/maternity/pregnancy-tracker.tsx	295	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/maternity/pregnancy-tracker.tsx	296	/nutrition/ai-plan-builder	/nutrition/ai-plan-builder	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/mental-health/breathing.tsx	63	/mental-health/breathing	/mental-health/breathing	MATCHED_ROUTE	POST /mental-health/breathing (backend/src/modules/mental-health/mental-health.controller.ts:80)|GET /mental-health/breathing (backend/src/modules/mental-health/mental-health.controller.ts:88)
patient	patient-app/app/mental-health/crisis-support.tsx	36	/mental-health/crisis-contacts	/mental-health/crisis-contacts	MATCHED_ROUTE	GET /mental-health/crisis-contacts (backend/src/modules/mental-health/mental-health.controller.ts:116)|POST /mental-health/crisis-contacts (backend/src/modules/mental-health/mental-health.controller.ts:124)
patient	patient-app/app/mental-health/crisis-support.tsx	40	/mental-health/hotlines	/mental-health/hotlines	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/mental-health/meditation.tsx	42	/mental-health/meditation/sessions	/mental-health/meditation/sessions	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/mental-health/meditation.tsx	69	/mental-health/meditation	/mental-health/meditation	MATCHED_ROUTE	POST /mental-health/meditation (backend/src/modules/mental-health/mental-health.controller.ts:54)|GET /mental-health/meditation (backend/src/modules/mental-health/mental-health.controller.ts:62)
patient	patient-app/app/mental-health/mood-journal.tsx	46	/mental-health/mood?days=7	/mental-health/mood	MATCHED_ROUTE	POST /mental-health/mood (backend/src/modules/mental-health/mental-health.controller.ts:25)|GET /mental-health/mood (backend/src/modules/mental-health/mental-health.controller.ts:33)
patient	patient-app/app/mental-health/mood-journal.tsx	59	/mental-health/mood	/mental-health/mood	MATCHED_ROUTE	POST /mental-health/mood (backend/src/modules/mental-health/mental-health.controller.ts:25)|GET /mental-health/mood (backend/src/modules/mental-health/mental-health.controller.ts:33)
patient	patient-app/app/mental-health/self-assessment.tsx	26	/mental-health/assessment-questions	/mental-health/assessment-questions	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/mental-health/self-assessment.tsx	48	/mental-health/assessment	/mental-health/assessment	MATCHED_ROUTE	POST /mental-health/assessment (backend/src/modules/mental-health/mental-health.controller.ts:98)|GET /mental-health/assessment (backend/src/modules/mental-health/mental-health.controller.ts:106)
patient	patient-app/app/mental-health/self-assessment.tsx	86	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/mental-health/self-assessment.tsx	86	/mental-health/breathing	/mental-health/breathing	MATCHED_ROUTE	POST /mental-health/breathing (backend/src/modules/mental-health/mental-health.controller.ts:80)|GET /mental-health/breathing (backend/src/modules/mental-health/mental-health.controller.ts:88)
patient	patient-app/app/mental-health/therapist-match.tsx	29	/doctors	/doctors	MATCHED_ROUTE	GET /doctors (backend/src/modules/doctors/doctors.module.ts:251)|GET /doctors (backend/src/modules/doctors/doctors.module.ts:273)
patient	patient-app/app/mental-health/therapist-match.tsx	97	/consultations/doctor-profile	/consultations/doctor-profile	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/mental-health/therapist-match.tsx	119	/consultations/booking-confirm	/consultations/booking-confirm	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nursing/live-tracking.tsx	148	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nursing/nurse-profile.tsx	85	/home-care/insurance/verify	/home-care/insurance/verify	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nursing/nurse-profile.tsx	121	/home-care/bookings	/home-care/bookings	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nursing/nurse-profile.tsx	126	/nursing/live-tracking	/nursing/live-tracking	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nursing/nurse-profile.tsx	141	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nursing/service-details.tsx	148	/nursing/nurse-profile	/nursing/nurse-profile	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nursing/service-details.tsx	213	/nursing/nurse-profile	/nursing/nurse-profile	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nutrition/ai-plan-builder.tsx	47	/ai/generate-diet-plan	/ai/generate-diet-plan	MATCHED_ROUTE	POST /ai/generate-diet-plan (backend/src/modules/ai/ai.controller.ts:89)
patient	patient-app/app/nutrition/ai-plan-builder.tsx	63	/nutrition/profile	/nutrition/profile	MATCHED_ROUTE	GET /nutrition/profile (backend/src/modules/nutrition/nutrition.controller.ts:17)|POST /nutrition/profile (backend/src/modules/nutrition/nutrition.controller.ts:25)
patient	patient-app/app/nutrition/ai-plan-builder.tsx	201	/nutrition/nutrition-plan	/nutrition/nutrition-plan	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nutrition/ai-plan-builder.tsx	202	/nutrition/exercise-plan	/nutrition/exercise-plan	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nutrition/body-composition.tsx	27	/nutrition/profile	/nutrition/profile	MATCHED_ROUTE	GET /nutrition/profile (backend/src/modules/nutrition/nutrition.controller.ts:17)|POST /nutrition/profile (backend/src/modules/nutrition/nutrition.controller.ts:25)
patient	patient-app/app/nutrition/body-composition.tsx	150	/nutrition/body-target	/nutrition/body-target	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nutrition/body-composition.tsx	156	/nutrition/ai-plan-builder	/nutrition/ai-plan-builder	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nutrition/body-target.tsx	34	/nutrition/profile	/nutrition/profile	MATCHED_ROUTE	GET /nutrition/profile (backend/src/modules/nutrition/nutrition.controller.ts:17)|POST /nutrition/profile (backend/src/modules/nutrition/nutrition.controller.ts:25)
patient	patient-app/app/nutrition/body-target.tsx	47	/nutrition/profile	/nutrition/profile	MATCHED_ROUTE	GET /nutrition/profile (backend/src/modules/nutrition/nutrition.controller.ts:17)|POST /nutrition/profile (backend/src/modules/nutrition/nutrition.controller.ts:25)
patient	patient-app/app/nutrition/body-target.tsx	110	/nutrition/ai-plan-builder	/nutrition/ai-plan-builder	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nutrition/body-target.tsx	111	/nutrition/body-composition	/nutrition/body-composition	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nutrition/calorie-analyzer.tsx	38	/ai/analyze-meal	/ai/analyze-meal	MATCHED_ROUTE	POST /ai/analyze-meal (backend/src/modules/ai/ai.controller.ts:84)
patient	patient-app/app/nutrition/calorie-analyzer.tsx	61	/nutrition/meals	/nutrition/meals	MATCHED_ROUTE	POST /nutrition/meals (backend/src/modules/nutrition/nutrition.controller.ts:35)|GET /nutrition/meals (backend/src/modules/nutrition/nutrition.controller.ts:43)
patient	patient-app/app/nutrition/calorie-analyzer.tsx	73	/nutrition/daily-tracker	/nutrition/daily-tracker	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nutrition/daily-tracker.tsx	57	/nutrition/water	/nutrition/water	MATCHED_ROUTE	POST /nutrition/water (backend/src/modules/nutrition/nutrition.controller.ts:63)|GET /nutrition/water (backend/src/modules/nutrition/nutrition.controller.ts:71)
patient	patient-app/app/nutrition/daily-tracker.tsx	108	/nutrition/log-meal	/nutrition/log-meal	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nutrition/daily-tracker.tsx	155	/nutrition/exercise-plan	/nutrition/exercise-plan	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nutrition/daily-tracker.tsx	168	/nutrition/calorie-analyzer	/nutrition/calorie-analyzer	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nutrition/food-scanner.tsx	41	/ai/analyze-meal	/ai/analyze-meal	MATCHED_ROUTE	POST /ai/analyze-meal (backend/src/modules/ai/ai.controller.ts:84)
patient	patient-app/app/nutrition/food-scanner.tsx	70	/nutrition/meals	/nutrition/meals	MATCHED_ROUTE	POST /nutrition/meals (backend/src/modules/nutrition/nutrition.controller.ts:35)|GET /nutrition/meals (backend/src/modules/nutrition/nutrition.controller.ts:43)
patient	patient-app/app/nutrition/food-scanner.tsx	82	/nutrition/daily-tracker	/nutrition/daily-tracker	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nutrition/food-scanner.tsx	84	/nutrition/daily-tracker	/nutrition/daily-tracker	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nutrition/log-meal.tsx	41	/nutrition/foods	/nutrition/foods	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nutrition/log-meal.tsx	59	/nutrition/meals	/nutrition/meals	MATCHED_ROUTE	POST /nutrition/meals (backend/src/modules/nutrition/nutrition.controller.ts:35)|GET /nutrition/meals (backend/src/modules/nutrition/nutrition.controller.ts:43)
patient	patient-app/app/nutrition/log-meal.tsx	70	/nutrition/daily-tracker	/nutrition/daily-tracker	UNMATCHED_ROUTE_REVIEW	
