path	bytes	no_go	security	payment_insurance	runtime_external	data_mock	performance
audit-artifacts/phase0b-backend/semantic-evidence-geo-engine-service.md	2318	0	6	2	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-provider-operators-service.md	3592	0	8	2	1	0	0
audit-artifacts/phase0b-backend/semantic-evidence-provider-schedule-service.md	2697	0	5	2	1	0	2
audit-artifacts/phase0b-backend/semantic-evidence-provider-dashboard-service.md	3512	0	4	10	2	0	0
audit-artifacts/phase0b-backend/semantic-evidence-provider-admin-service.md	4036	0	5	3	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-provider-image-processor-service.md	4239	0	6	2	0	0	9
audit-artifacts/phase0b-backend/semantic-evidence-provider-mailer-service.md	2836	0	5	2	3	1	0
audit-artifacts/phase0b-backend/semantic-evidence-provider-session-repository.md	1498	0	6	0	2	0	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-account-repository.md	1460	0	6	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-account-profile-repository.md	1540	0	7	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-document-repository.md	1555	0	4	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-bank-account-repository.md	1482	0	5	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-assignment-spec.md	1990	0	4	0	1	3	0
audit-artifacts/phase0b-backend/semantic-evidence-provider-doctor-contract-spec.md	2540	0	4	7	0	3	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-enums.md	2807	0	1	5	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-provider-controllers.md	6210	0	20	15	3	1	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-seed-service.md	3749	0	8	3	7	1	1
audit-artifacts/phase0b-backend/semantic-evidence-providers-service-spec.md	1760	0	4	0	0	3	1
audit-artifacts/phase0b-backend/semantic-evidence-providers-service.md	5906	0	10	3	2	2	0
audit-artifacts/phase0b-backend/semantic-evidence-providers-controller.md	3145	0	7	1	3	1	0
audit-artifacts/phase0b-backend/semantic-evidence-provider-module.md	3093	0	6	1	7	0	4
audit-artifacts/phase0b-backend/semantic-evidence-providers-module.md	2157	0	7	0	0	0	4
audit-artifacts/phase0b-backend/semantic-evidence-provider-delta-schema.md	2479	0	2	0	0	0	4
audit-artifacts/phase0b-backend/semantic-evidence-hospital-sub-entity-schema.md	2604	0	5	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-hospital-enterprise-controller.md	3830	0	9	7	2	1	4
audit-artifacts/phase0b-backend/semantic-evidence-leave-requests-controller.md	2984	0	7	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-simulated-features-dto.md	3039	0	7	0	4	2	2
audit-artifacts/phase0b-backend/semantic-evidence-simulated-features-controller.md	5201	0	20	0	2	3	7
audit-artifacts/phase0b-backend/semantic-evidence-user-repository.md	2205	0	10	0	0	0	7
audit-artifacts/phase0b-backend/semantic-evidence-providerprofile-repository.md	1425	0	3	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-homecare-catalog-repository.md	1465	0	3	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-notification-repository.md	1408	0	2	0	3	0	4
audit-artifacts/phase0b-backend/semantic-evidence-provider-schedule-slot-repository.md	1418	0	1	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-delivery-zone-repository.md	1431	0	3	0	5	0	3
audit-artifacts/phase0b-backend/semantic-evidence-doctor-session-type-repository.md	1391	0	3	2	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-requests-schema.md	3549	0	4	5	4	0	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-assignment-attempt-repository.md	1424	0	1	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-score-snapshot-repository.md	1521	0	2	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-availability-repository.md	1504	0	2	0	3	0	4
audit-artifacts/phase0b-backend/semantic-evidence-profile-image-audit-repository.md	1466	0	2	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-request-repository.md	1579	0	4	0	0	0	4
audit-artifacts/phase0b-backend/semantic-evidence-profile-image-metadata-repository.md	1430	0	5	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-otp-repository.md	1404	0	4	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-lab-catalog-repository.md	1371	0	3	2	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-radiology-catalog-repository.md	1513	0	3	2	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-inventory-repository.md	1431	0	3	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-auditlog-repository.md	1445	0	1	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-image-processing-job-repository.md	1456	0	4	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-provider-operator-repository.md	1457	0	2	0	0	0	4
audit-artifacts/phase0b-backend/semantic-evidence-provider-schemas-index.md	5280	0	4	1	3	0	1
audit-artifacts/phase0b-backend/semantic-evidence-provider-delta-schema-legacy.md	2084	0	4	1	1	0	1
audit-artifacts/phase0b-backend/semantic-evidence-provider-capabilities-schema.md	4835	0	1	2	1	1	0
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-medicine-repository.md	1538	0	4	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-orders-dispatch-service.md	4296	0	2	1	1	0	1
audit-artifacts/phase0b-backend/semantic-evidence-create-order-dto.md	2504	0	4	14	5	0	0
audit-artifacts/phase0b-backend/semantic-evidence-order-repository.md	1521	0	6	6	2	0	3
audit-artifacts/phase0b-backend/semantic-evidence-orders-module.md	2335	0	5	1	1	0	2
audit-artifacts/phase0b-backend/semantic-evidence-orders-pharmacy-inventory-repository.md	1603	0	2	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-delivery-repository.md	1547	0	3	2	13	0	3
audit-artifacts/phase0b-backend/semantic-evidence-orders-medicine-repository.md	1448	0	3	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-bid-repository.md	1494	0	3	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-orders-providerprofile-repository.md	1545	0	2	0	2	0	3
audit-artifacts/phase0b-backend/semantic-evidence-orders-refill-delivery-spec.md	2416	0	5	0	8	5	2
audit-artifacts/phase0b-backend/semantic-evidence-orders-service-spec.md	3268	0	17	4	4	10	1
audit-artifacts/phase0b-backend/semantic-evidence-procurement-controller.md	4726	0	8	0	3	0	2
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-shortage-service-spec.md	2986	0	6	0	0	9	2
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-provider-account-profile-repository.md	1965	0	2	0	2	0	3
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-provider-account-repository.md	1463	0	6	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-drug-shortage-flag-repository.md	1544	0	4	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-score-snapshot-repository.md	1514	0	1	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-provider-availability-repository.md	1548	0	2	0	3	0	4
audit-artifacts/phase0b-backend/semantic-evidence-admin-procurement-controller.md	3186	0	6	0	3	0	0
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-controllers-spec.md	2451	0	7	0	5	5	0
audit-artifacts/phase0b-backend/semantic-evidence-procurement-status-enum.md	1680	0	1	1	3	0	0
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-broadcast-repository.md	1501	0	4	0	4	0	5
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-quotation-repository.md	1770	0	5	1	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-drug-rejection-log-repository.md	1568	0	1	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-systemconfig-repository.md	1543	0	6	0	1	0	5
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-allocation-repository.md	1517	0	2	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-chat-message-repository.md	1625	0	4	0	1	0	3
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-chat-thread-repository.md	1560	0	3	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-procurement-request-repository.md	1612	0	3	0	0	0	4
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-low-stock-alert-repository.md	1561	0	3	0	3	0	3
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-inventory-item-repository.md	1722	0	1	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-order-repository.md	1611	0	3	5	2	0	3
audit-artifacts/phase0b-backend/semantic-evidence-admin-create-quotation-dto.md	2056	0	7	1	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-quotation-feedback-dto.md	1970	0	4	1	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-create-procurement-request-dto.md	2268	0	5	1	1	0	0
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-broadcast-service-spec.md	3350	0	8	0	3	4	1
audit-artifacts/phase0b-backend/semantic-evidence-procurement-service-spec.md	3499	0	10	1	0	6	0
audit-artifacts/phase0b-backend/semantic-evidence-orders-idempotency-contract-spec.md	1348	0	1	1	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-orders-ownership-contract-spec.md	1686	0	7	0	1	0	0
audit-artifacts/phase0b-backend/semantic-evidence-finance-engine-module.md	12121	0	8	58	4	0	12
audit-artifacts/phase0b-backend/semantic-evidence-admin-finance-controller.md	3465	0	5	10	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-moyasar-service.md	868	0	2	11	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-moyasar-module.md	7167	0	19	60	11	0	1
audit-artifacts/phase0b-backend/semantic-evidence-paymob-service.md	2794	0	9	11	2	0	6
audit-artifacts/phase0b-backend/semantic-evidence-paymob-controller.md	1644	0	4	7	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-payments-idor-spec.md	2477	0	6	14	2	1	1
audit-artifacts/phase0b-backend/semantic-evidence-payments-module.md	7351	0	10	59	1	1	6
audit-artifacts/phase0b-backend/semantic-evidence-paymob-module.md	889	0	0	2	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-ops-service.md	5316	0	3	4	3	0	5
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-ops-controller.md	2900	0	7	5	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-ops-pharmacyinventory-repository.md	998	0	1	0	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-ops-medicine-repository.md	941	0	1	0	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-ops-order-repository.md	918	0	1	0	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-pharmacy-ops-module.md	1337	0	2	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-withdrawal-request-schema.md	1416	0	1	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-wallet-schema.md	1831	0	0	14	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-wallet-module.md	1216	0	2	17	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-wallet-repository.md	878	0	0	10	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-wallet-transaction-repository.md	916	0	0	11	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-wallet-user-repository.md	836	0	1	3	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-nabd-extensions-wallet-repository.md	1011	0	0	8	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-nabd-extensions-wallet-transaction-repository.md	1017	0	0	10	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-commission-ledger-schema.md	1324	0	0	5	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-fraud-alert-duplicate-schemas.md	2135	0	0	2	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-procurement-request-schema.md	1407	0	0	1	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-medicines-service.md	5393	0	1	0	1	0	5
audit-artifacts/phase0b-backend/semantic-evidence-medicines-controller.md	3135	0	5	0	0	1	3
audit-artifacts/phase0b-backend/semantic-evidence-medicines-module.md	1191	0	2	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-refund-request-schema.md	1383	0	1	7	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-transaction-schema.md	2248	0	5	7	2	0	2
audit-artifacts/phase0b-backend/semantic-evidence-admin-governance-controller-spec.md	1202	0	2	0	0	2	1
audit-artifacts/phase0b-backend/semantic-evidence-admin-governance-controller.md	1917	0	1	0	0	0	6
audit-artifacts/phase0b-backend/semantic-evidence-system-config-schema.md	1025	0	1	0	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-profile-image-audit-log-schema.md	1574	0	2	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-analytics-event-schema.md	1356	0	1	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-audit-log-schema.md	1428	0	2	0	1	0	1
audit-artifacts/phase0b-backend/semantic-evidence-admin-audit-log-schema.md	1692	0	2	0	1	0	4
audit-artifacts/phase0b-backend/semantic-evidence-system-event-schema.md	1865	0	3	0	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-systemevent-duplicate-schema.md	2029	0	2	0	2	0	5
audit-artifacts/phase0b-backend/semantic-evidence-system-config-extended-schema.md	1505	0	3	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-profile-image-metadata-schema.md	1786	0	1	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-admin-provider-delta-schema.md	1975	0	3	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-provider-branch-schema.md	1672	0	1	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-medical-profile-schema.md	2060	0	3	0	1	0	0
audit-artifacts/phase0b-backend/semantic-evidence-doctor-profile-extended-schema.md	1771	0	0	2	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-patient-profile-schema.md	2180	0	4	4	1	0	0
audit-artifacts/phase0b-backend/semantic-evidence-provider-profile-schema.md	3741	0	4	3	1	0	1
audit-artifacts/phase0b-backend/semantic-evidence-nabd-extensions-service-controller.md	7088	0	11	6	1	0	7
audit-artifacts/phase0b-backend/semantic-evidence-notifications.md	5752	0	2	4	12	0	11
audit-artifacts/phase0b-backend/semantic-evidence-users.md	4983	0	9	14	0	0	5
audit-artifacts/phase0b-backend/semantic-evidence-auth-schemas.md	1615	0	7	0	5	0	0
audit-artifacts/phase0b-backend/semantic-evidence-auth-execution.md	4886	0	20	0	19	0	6
audit-artifacts/phase0b-backend/semantic-evidence-support.md	2414	0	4	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-webhooks.md	1818	0	4	3	6	0	4
audit-artifacts/phase0b-backend/semantic-evidence-community.md	2816	0	5	0	3	0	1
audit-artifacts/phase0b-backend/semantic-evidence-medical-profile.md	2259	0	1	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-media.md	2377	0	4	0	0	0	11
audit-artifacts/phase0b-backend/semantic-evidence-seo.md	2208	0	1	1	2	0	2
audit-artifacts/phase0b-backend/semantic-evidence-ai.md	2511	0	1	0	2	0	1
audit-artifacts/phase0b-backend/semantic-evidence-prescriptions.md	2605	0	1	0	0	0	7
audit-artifacts/phase0b-backend/semantic-evidence-billing.md	2357	0	4	0	1	0	2
audit-artifacts/phase0b-backend/semantic-evidence-timeline.md	2311	0	4	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-home-care.md	5555	0	4	5	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-referral.md	2068	0	2	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-loyalty.md	2797	0	3	1	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-export.md	1698	0	3	0	1	0	1
audit-artifacts/phase0b-backend/semantic-evidence-ocr.md	1290	0	2	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-bans.md	2030	0	0	0	3	0	5
audit-artifacts/phase0b-backend/semantic-evidence-realtime.md	2226	0	5	1	4	2	13
audit-artifacts/phase0b-backend/semantic-evidence-medical-reports.md	2236	0	2	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-chat.md	3480	0	5	0	3	0	2
audit-artifacts/phase0b-backend/semantic-evidence-admin-controller.md	2272	0	1	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-insurance-controller.md	1453	0	6	12	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-presence-service.md	1319	0	0	0	7	0	3
audit-artifacts/phase0b-backend/semantic-evidence-unified-bookings.md	2685	0	2	4	1	0	1
audit-artifacts/phase0b-backend/semantic-evidence-livekit.md	2284	0	1	0	12	0	0
audit-artifacts/phase0b-backend/semantic-evidence-socket-gateway.md	1143	0	4	1	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-system-health-controller.md	1062	0	1	0	3	0	1
audit-artifacts/phase0b-backend/semantic-evidence-admin-extended-operations.md	1421	0	3	2	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-feature-flags.md	1595	0	0	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-client-config.md	1421	0	1	0	1	0	0
audit-artifacts/phase0b-backend/semantic-evidence-system-config-controller.md	1152	0	2	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-admin-config.md	1090	0	2	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-analytics-controller.md	1296	0	1	0	3	0	0
audit-artifacts/phase0b-backend/semantic-evidence-b2b-controller.md	1225	0	3	0	0	1	0
audit-artifacts/phase0b-backend/semantic-evidence-i18n.md	1937	0	2	0	1	0	2
audit-artifacts/phase0b-backend/semantic-evidence-mental-health.md	2394	0	2	0	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-maternity.md	2468	0	2	0	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-nutrition.md	2382	0	1	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-redis.md	2383	0	3	0	0	0	14
audit-artifacts/phase0b-backend/semantic-evidence-emergency.md	3455	0	2	0	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-sms.md	1732	0	0	0	4	0	1
audit-artifacts/phase0b-backend/semantic-evidence-mail.md	1562	0	1	0	3	0	0
audit-artifacts/phase0b-backend/semantic-evidence-storage.md	2672	0	6	0	1	0	11
audit-artifacts/phase0b-backend/semantic-evidence-notification-wrapper.md	1337	0	5	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-returns.md	2535	0	5	5	1	0	4
audit-artifacts/phase0b-backend/semantic-evidence-provider-payouts.md	2032	0	2	6	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-legal-enterprise.md	2876	0	5	5	1	0	1
audit-artifacts/phase0b-backend/semantic-evidence-family.md	2796	0	1	0	1	0	0
audit-artifacts/phase0b-backend/semantic-evidence-ops.md	1772	0	1	0	0	0	7
audit-artifacts/phase0b-backend/semantic-evidence-system-health.md	1531	0	2	0	6	0	6
audit-artifacts/phase0b-backend/semantic-evidence-drivers.md	2093	0	3	1	11	0	2
audit-artifacts/phase0b-backend/semantic-evidence-care-booking.md	5821	0	10	16	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-articles-seo.md	2306	0	4	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-tour.md	1411	0	1	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-seed.md	1873	0	1	0	1	4	0
audit-artifacts/phase0b-backend/semantic-evidence-coturn.md	1632	0	7	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-hospital.md	2416	0	1	5	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-custom-services.md	1917	0	1	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-events.md	3699	0	6	3	4	0	7
audit-artifacts/phase0b-backend/semantic-evidence-provider-onboarding.md	2926	0	4	0	1	0	3
audit-artifacts/phase0b-backend/semantic-evidence-livekit-webhook-guard.md	1385	0	6	0	7	0	2
audit-artifacts/phase0b-backend/semantic-evidence-insurance-engine.md	2748	0	3	31	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-admin-governance.md	2501	0	3	3	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-facility-ops.md	2220	0	4	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-slot-locks.md	1761	0	0	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-admin-roles-guard.md	1514	0	2	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-api-security.md	2214	0	13	0	4	0	7
audit-artifacts/phase0b-backend/semantic-evidence-consistency.md	1808	0	0	2	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-service-catalog.md	2080	0	9	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-home-care-compat.md	2898	0	3	3	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-admin-web-core-module.md	1627	0	2	1	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-analytics-module.md	1911	0	2	2	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-booking-flow.md	2076	0	4	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-workflow-engine.md	2465	0	0	3	1	0	0
audit-artifacts/phase0b-backend/semantic-evidence-cart.md	2533	0	3	6	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-patient-ux.md	2390	0	1	20	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-operations-safety.md	2151	0	0	2	0	0	5
audit-artifacts/phase0b-backend/semantic-evidence-admin-authority.md	2259	0	6	6	1	0	1
audit-artifacts/phase0b-backend/semantic-evidence-event-reliability.md	1910	0	1	0	5	0	6
audit-artifacts/phase0b-backend/semantic-evidence-security-module.md	1974	0	8	2	1	0	3
audit-artifacts/phase0b-backend/semantic-evidence-admin-notification-center.md	2519	0	1	0	5	0	7
audit-artifacts/phase0b-backend/semantic-evidence-provider-ops.md	3410	0	6	7	0	0	3
audit-artifacts/phase0b-backend/semantic-evidence-doctors.md	2896	0	3	5	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-business-rules.md	2429	0	3	9	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-legacy.md	1828	0	2	0	1	0	0
audit-artifacts/phase0b-backend/semantic-evidence-compat.md	4131	0	7	1	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-booking-ops.md	2514	0	7	15	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-admin-spa.md	3811	0	4	7	6	1	3
audit-artifacts/phase0b-backend/semantic-evidence-admin-module.md	843	0	0	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-patientprofile-repository.md	890	0	4	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-admin-command-center.md	2170	0	2	1	2	0	2
audit-artifacts/phase0b-backend/semantic-evidence-admin-provider-schema.md	1047	0	0	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-heatmap-schema.md	987	0	1	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-feature-flag-schema.md	962	0	0	0	1	0	0
audit-artifacts/phase0b-backend/semantic-evidence-featureflag-repository.md	1028	0	0	0	1	0	3
audit-artifacts/phase0b-backend/semantic-evidence-medicine-repository.md	944	0	0	0	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-article-repository.md	925	0	1	0	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-homecare-seo-repository.md	971	0	1	0	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-seo-medicine-repository.md	1065	0	0	0	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-lab-seo-repository.md	1013	0	1	0	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-facility-seo-repository.md	1040	0	0	0	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-providerprofile-seo-repository.md	1042	0	0	0	0	0	2
audit-artifacts/phase0b-backend/semantic-evidence-mail-processor.md	1233	0	0	0	2	0	3
audit-artifacts/phase0b-backend/semantic-evidence-realtime-sse.md	1632	0	5	0	1	0	6
audit-artifacts/phase0b-backend/semantic-evidence-recruitment-module.md	2402	0	7	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-ratings-module.md	2161	0	1	0	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-pharmacyinventory-seed-repository.md	1172	0	1	0	3	0	1
audit-artifacts/phase0b-backend/semantic-evidence-seed-medicine-repository.md	1127	0	0	0	3	0	1
audit-artifacts/phase0b-backend/semantic-evidence-seed-user-repository.md	1091	0	2	0	1	0	1
audit-artifacts/phase0b-backend/semantic-evidence-seed-patientprofile-repository.md	1132	0	2	0	1	0	1
audit-artifacts/phase0b-backend/semantic-evidence-seed-labservice-repository.md	1185	0	1	0	2	0	1
audit-artifacts/phase0b-backend/semantic-evidence-seed-systemconfig-repository.md	1213	0	2	1	3	0	2
audit-artifacts/phase0b-backend/semantic-evidence-seed-facility-repository.md	1078	0	0	0	2	0	1
audit-artifacts/phase0b-backend/semantic-evidence-seed-providerprofile-repository.md	1142	0	0	0	2	0	1
audit-artifacts/phase0b-backend/semantic-evidence-seed-module.md	1574	0	2	0	2	0	0
audit-artifacts/phase0b-backend/semantic-evidence-seed-data.md	1944	0	1	1	6	3	0
audit-artifacts/phase0b-backend/semantic-evidence-seed-facilities.md	1613	0	2	2	2	1	0
audit-artifacts/phase0b-backend/semantic-evidence-provider-jobs-module.md	3129	0	5	4	1	0	2
audit-artifacts/phase0b-backend/semantic-evidence-main-bootstrap.md	1976	0	3	0	7	0	4
audit-artifacts/phase0b-backend/semantic-evidence-app-module.md	2218	0	1	5	3	0	3
audit-artifacts/phase0b-backend/semantic-evidence-root-health-controller.md	1226	0	1	0	2	0	5
audit-artifacts/phase0b-backend/semantic-evidence-seed-insurance-script.md	1468	0	0	4	1	0	2
audit-artifacts/phase0b-backend/semantic-evidence-seed-admin-script.md	1755	0	0	0	3	0	2
audit-artifacts/phase0b-backend/semantic-evidence-verify-production-script.md	2062	0	1	3	6	1	9
audit-artifacts/phase0b-backend/semantic-evidence-phase6-contracts.md	1917	0	2	0	2	0	0
audit-artifacts/phase0b-backend/semantic-evidence-moodentry-repository.md	967	0	0	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-meditation-session-repository.md	1017	0	0	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-breathing-session-repository.md	986	0	1	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-crisis-contact-repository.md	1007	0	1	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-maternity-profile-repository.md	1022	0	1	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-waterlog-repository.md	942	0	0	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-meal-log-repository.md	994	0	0	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-nutrition-profile-repository.md	1026	0	0	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-exercise-log-repository.md	1017	0	0	0	0	0	1
audit-artifacts/phase0b-backend/semantic-evidence-call-session-repository.md	983	0	1	0	2	0	1
audit-artifacts/phase0b-backend/semantic-evidence-call-metric-repository.md	987	0	0	0	2	0	1
audit-artifacts/phase0b-backend/semantic-evidence-doctors-schemas.md	2306	0	3	6	0	0	0
audit-artifacts/phase0b-backend/semantic-evidence-legal-module.md	2334	0	3	0	1	0	1
audit-artifacts/phase0b-backend/semantic-evidence-metrics-interceptor.md	1551	0	1	0	1	0	5
